,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,36,4,pain,1,high_cue,low_stim,4,1,0,low_stim,-0.25293356076216605
1,36,4,pain,1,low_cue,med_stim,2,2,1,med_stim,-0.2524847186404796
2,36,4,pain,1,high_cue,high_stim,6,3,2,high_stim,-0.25258846479090297
3,36,4,pain,1,low_cue,high_stim,3,4,3,high_stim,-0.25283014902613804
4,36,4,pain,1,high_cue,low_stim,4,5,4,low_stim,-0.25272663695152553
5,36,4,pain,1,high_cue,med_stim,5,6,5,med_stim,-0.2527438959314009
6,36,4,pain,1,low_cue,high_stim,3,7,6,high_stim,-0.252864630754147
7,36,4,pain,1,high_cue,med_stim,5,8,7,med_stim,-0.25265757316415116
8,36,4,pain,1,low_cue,low_stim,1,9,8,low_stim,-0.25283014902613804
9,36,4,pain,1,low_cue,low_stim,1,10,9,low_stim,-0.25255389388571287
10,36,4,pain,1,high_cue,high_stim,6,11,10,high_stim,-0.2530540809544961
11,36,4,pain,1,low_cue,med_stim,2,12,11,med_stim,-0.2526057460639418
