,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,41,1,pain,1,low_cue,low_stim,1,1,0,low_stim,-1.3920726489673447
1,41,1,pain,1,low_cue,med_stim,2,2,1,med_stim,-0.10618407578647385
2,41,1,pain,1,high_cue,med_stim,5,3,2,med_stim,0.8983990955253958
3,41,1,pain,1,low_cue,high_stim,3,4,3,high_stim,0.6634473239514522
4,41,1,pain,1,high_cue,med_stim,5,5,4,med_stim,0.2917388066953397
5,41,1,pain,1,low_cue,high_stim,3,6,5,high_stim,-0.146989891729218
6,41,1,pain,1,low_cue,low_stim,1,7,6,low_stim,0.5537880291872858
7,41,1,pain,1,high_cue,high_stim,6,8,7,high_stim,0.5163657878914413
8,41,1,pain,1,high_cue,high_stim,6,9,8,high_stim,-0.014529392024232809
9,41,1,pain,1,high_cue,low_stim,4,10,9,low_stim,1.2187838982678991
10,41,1,pain,1,high_cue,low_stim,4,11,10,low_stim,-0.12140065965430243
11,41,1,pain,1,low_cue,med_stim,2,12,11,med_stim,-2.3869714305762564
