onset	duration	trial_type	sub	ses	run	runtype	eventtype	trialnum	cuetype	stimtype	expectrating	outcomerating	singletrial_fname
10.104750156402588	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	0	high_cue	med_stim	43.3634229583833		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-000_cuetype-high.nii.gz
36.297850131988525	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	1	high_cue	low_stim			sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-001_cuetype-high.nii.gz
68.39315009117126	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	2	low_cue	med_stim	7.1250163489018		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-002_cuetype-low.nii.gz
103.10610008239746	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	3	high_cue	high_stim	17.7097245238628		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-003_cuetype-high.nii.gz
139.6030399799347	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	4	high_cue	high_stim	32.4184499496431		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-004_cuetype-high.nii.gz
175.69984006881714	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	5	low_cue	high_stim	11.3099324740202		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-005_cuetype-low.nii.gz
203.09338998794556	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	6	high_cue	med_stim	42.3974377975002		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-006_cuetype-high.nii.gz
235.80558013916016	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	7	high_cue	low_stim	15.8820506757503		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-007_cuetype-high.nii.gz
262.7989799976349	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	8	low_cue	high_stim	6.26349061433454		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-008_cuetype-low.nii.gz
294.5941700935364	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	9	low_cue	low_stim	14.8722120537559		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-009_cuetype-low.nii.gz
332.9918301105499	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	10	low_cue	low_stim	1.8476102659946		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-010_cuetype-low.nii.gz
372.306489944458	1.0	cue	sub-0075	ses-04	run-05	vicarious	cue	11	low_cue	med_stim	2.30906278902568		sub-0075_ses-04_run-05_runtype-vicarious_event-cue_trial-011_cuetype-low.nii.gz
12.422280073165894	1.5869128704071	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	0	high_cue	med_stim	43.3634229583833		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-000_cuetype-high.nii.gz
39.19893002510071	4.0	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	1	high_cue	low_stim			sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-001_cuetype-high.nii.gz
71.31090998649597	1.80116391181946	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	2	low_cue	med_stim	7.1250163489018		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-002_cuetype-low.nii.gz
106.00717997550964	1.5854389667511	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	3	high_cue	high_stim	17.7097245238628		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-003_cuetype-high.nii.gz
141.70381999015808	2.40537142753601	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	4	high_cue	high_stim	32.4184499496431		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-004_cuetype-high.nii.gz
178.50088000297546	1.69182014465332	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	5	low_cue	high_stim	11.3099324740202		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-005_cuetype-low.nii.gz
205.41092014312744	2.15176963806152	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	6	high_cue	med_stim	42.3974377975002		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-006_cuetype-high.nii.gz
237.80632996559143	1.98625254631042	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	7	high_cue	low_stim	15.8820506757503		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-007_cuetype-high.nii.gz
264.99979996681213	1.60962533950806	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	8	low_cue	high_stim	6.26349061433454		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-008_cuetype-low.nii.gz
297.4952600002289	3.3018000125885	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	9	low_cue	low_stim	14.8722120537559		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-009_cuetype-low.nii.gz
335.60947012901306	3.01877927780151	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	10	low_cue	low_stim	1.8476102659946		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-010_cuetype-low.nii.gz
374.30722999572754	1.56866073608398	expectrating	sub-0075	ses-04	run-05	vicarious	expectrating	11	low_cue	med_stim	2.30906278902568		sub-0075_ses-04_run-05_runtype-vicarious_event-expectrating_trial-011_cuetype-low.nii.gz
20.19150996208191	5.0	stimulus	sub-0075	ses-04	run-05	vicarious	stimulus	0	high_cue	med_stim	43.3634229583833	0.462052721430765	sub-0075_ses-04_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz
47.48998999595642	5.0	stimulus	sub-0075	ses-04	run-05	vicarious	stimulus	1	high_cue	low_stim		0.0	sub-0075_ses-04_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz
80.48988008499146	5.0	stimulus	sub-0075	ses-04	run-05	vicarious	stimulus	2	low_cue	med_stim	7.1250163489018	4.82076607809266	sub-0075_ses-04_run-05_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz
115.18987011909483	5.0	stimulus	sub-0075	ses-04	run-05	vicarious	stimulus	3	high_cue	high_stim	17.7097245238628	19.6692676640171	sub-0075_ses-04_run-05_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz
159.78975009918213	5.0	stimulus	sub-0075	ses-04	run-05	vicarious	stimulus	4	high_cue	high_stim	32.4184499496431	0.0	sub-0075_ses-04_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz
187.690269947052	5.0	stimulus	sub-0075	ses-04	run-05	vicarious	stimulus	5	low_cue	high_stim	11.3099324740202	15.0940628250366	sub-0075_ses-04_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz
217.5897500514984	5.0	stimulus	sub-0075	ses-04	run-05	vicarious	stimulus	6	high_cue	med_stim	42.3974377975002	53.9557649969273	sub-0075_ses-04_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz
