,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,39,1,pain,3,high_cue,low_stim,4,1,0,low_stim,-0.8981664221201177
1,39,1,pain,3,low_cue,low_stim,1,2,1,low_stim,-0.8982131035930138
2,39,1,pain,3,low_cue,med_stim,2,3,2,med_stim,-0.8982045194250581
3,39,1,pain,3,low_cue,high_stim,3,4,3,high_stim,-0.8981968928378058
4,39,1,pain,3,high_cue,med_stim,5,5,4,med_stim,-0.8981930808800418
5,39,1,pain,3,high_cue,high_stim,6,6,5,high_stim,-0.8982150117979526
6,39,1,pain,3,high_cue,low_stim,4,7,6,low_stim,-0.8981959397648672
7,39,1,pain,3,high_cue,high_stim,6,8,7,high_stim,-0.8982092878508087
8,39,1,pain,3,low_cue,low_stim,1,9,8,low_stim,-0.8981902224962325
9,39,1,pain,3,low_cue,med_stim,2,10,9,med_stim,-0.898205472998911
10,39,1,pain,3,low_cue,high_stim,3,11,10,high_stim,-0.8982121495740009
11,39,1,pain,3,high_cue,med_stim,5,12,11,med_stim,-0.8982092878508087
