,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,39,1,pain,3,high_cue,low_stim,4,1,0,low_stim,-0.9604858306497918
1,39,1,pain,3,low_cue,low_stim,1,2,1,low_stim,-0.8280309721776694
2,39,1,pain,3,low_cue,med_stim,2,3,2,med_stim,-0.6396751689703398
3,39,1,pain,3,low_cue,high_stim,3,4,3,high_stim,-0.26902779910133184
4,39,1,pain,3,high_cue,med_stim,5,5,4,med_stim,0.011973402427466993
5,39,1,pain,3,high_cue,high_stim,6,6,5,high_stim,1.109797602394705
6,39,1,pain,3,high_cue,low_stim,4,7,6,low_stim,1.2587978786313918
7,39,1,pain,3,high_cue,high_stim,6,8,7,high_stim,1.2283991306603448
8,39,1,pain,3,low_cue,low_stim,1,9,8,low_stim,1.17616471505083
9,39,1,pain,3,low_cue,med_stim,2,10,9,med_stim,0.8161124963744385
10,39,1,pain,3,low_cue,high_stim,3,11,10,high_stim,-1.2521814331103869
11,39,1,pain,3,high_cue,med_stim,5,12,11,med_stim,-1.135522159008278
