,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,39,3,cognitive,6,low_cue,low_stim,1,0,low_stim,1.329994999536938
1,39,3,cognitive,6,high_cue,med_stim,5,1,med_stim,-0.3661577861443818
2,39,3,cognitive,6,high_cue,low_stim,4,2,low_stim,-0.05104589981693236
3,39,3,cognitive,6,high_cue,high_stim,6,3,high_stim,-0.7579041684526937
4,39,3,cognitive,6,low_cue,med_stim,2,4,med_stim,0.12456499698583424
5,39,3,cognitive,6,low_cue,high_stim,3,5,high_stim,-0.16487185859873496
6,39,3,cognitive,6,low_cue,med_stim,2,6,med_stim,-0.43283372158190037
7,39,3,cognitive,6,low_cue,high_stim,3,7,high_stim,-0.9754790653534036
8,39,3,cognitive,6,high_cue,low_stim,4,8,low_stim,-0.7921425090567175
9,39,3,cognitive,6,high_cue,high_stim,6,9,high_stim,2.727691639806264
10,39,3,cognitive,6,high_cue,med_stim,5,10,med_stim,0.6592782475064126
11,39,3,cognitive,6,low_cue,low_stim,1,11,low_stim,0.25898601861646303
