onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
4.98	1.0	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a	n/a	n/a
37.39	1.0	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a	n/a	n/a
70.69	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a	n/a	n/a
100.18	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a	n/a	n/a
132.58	1.0	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a	n/a	n/a
165.29	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png	n/a	n/a	n/a	n/a	n/a
199.39	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l015.png	n/a	n/a	n/a	n/a	n/a
236.39	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png	n/a	n/a	n/a	n/a	n/a
266.48	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png	n/a	n/a	n/a	n/a	n/a
304.49	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a	n/a	n/a
335.89	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png	n/a	n/a	n/a	n/a	n/a
371.19	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l021.png	n/a	n/a	n/a	n/a	n/a
7.6	1.8	expectrating	1	low_cue	n/a	13.48	Moderate	13.48	Moderate	0.37	1.43	l044.png	n/a	n/a	n/a	n/a	n/a
39.7	2.5	expectrating	2	high_cue	n/a	22.87	Moderate	22.87	Moderate	0.4	2.1	h047.png	n/a	n/a	n/a	n/a	n/a
72.99	2.04	expectrating	3	low_cue	n/a	25.23	Moderate	25.23	Moderate	0.4	1.64	l055.png	n/a	n/a	n/a	n/a	n/a
102.79	2.19	expectrating	4	high_cue	n/a	24.61	Moderate	24.61	Moderate	0.32	1.88	h033.png	n/a	n/a	n/a	n/a	n/a
135.2	2.2	expectrating	5	low_cue	n/a	25.23	Moderate	25.23	Moderate	0.3	1.9	l043.png	n/a	n/a	n/a	n/a	n/a
167.59	2.07	expectrating	6	high_cue	n/a	22.87	Moderate	22.87	Moderate	0.33	1.74	h053.png	n/a	n/a	n/a	n/a	n/a
201.79	2.61	expectrating	7	low_cue	n/a	28.52	Moderate	28.52	Moderate	0.37	2.24	l015.png	n/a	n/a	n/a	n/a	n/a
239.09	1.79	expectrating	8	low_cue	n/a	9.46	Weak	9.46	Weak	0.35	1.44	l053.png	n/a	n/a	n/a	n/a	n/a
269.7	1.98	expectrating	9	high_cue	n/a	27.6	Moderate	27.6	Moderate	0.4	1.58	h015.png	n/a	n/a	n/a	n/a	n/a
307.4	3.27	expectrating	10	high_cue	n/a	24.41	Moderate	24.41	Moderate	0.4	2.87	h027.png	n/a	n/a	n/a	n/a	n/a
338.29	1.81	expectrating	11	high_cue	n/a	32.74	Strong	32.74	Strong	0.37	1.44	h010.png	n/a	n/a	n/a	n/a	n/a
373.09	1.98	expectrating	12	low_cue	n/a	15.32	Moderate	15.32	Moderate	0.38	1.59	l021.png	n/a	n/a	n/a	n/a	n/a
16.82	29.64	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	16.82	20.83	25.83	29.64	success
50.01	62.38	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	50.01	53.77	58.77	62.38	success
