,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,26,4,cognitive,0,low_cue,high_stim,3,0,high_stim,0.759826833303486
1,26,4,cognitive,0,high_cue,med_stim,5,1,med_stim,-0.024231031011993375
2,26,4,cognitive,0,low_cue,low_stim,1,2,low_stim,-0.1634279308183142
3,26,4,cognitive,0,low_cue,low_stim,1,3,low_stim,0.29874639868354413
4,26,4,cognitive,0,high_cue,low_stim,4,4,low_stim,-0.6524087220091426
5,26,4,cognitive,0,high_cue,med_stim,5,5,med_stim,-1.0515733790010076
6,26,4,cognitive,0,high_cue,low_stim,4,6,low_stim,-0.03005988011167239
7,26,4,cognitive,0,low_cue,high_stim,3,7,high_stim,-0.7740297316937556
8,26,4,cognitive,0,low_cue,med_stim,2,8,med_stim,-0.9989952876670439
9,26,4,cognitive,0,low_cue,med_stim,2,9,med_stim,-0.671998948502549
10,26,4,cognitive,0,high_cue,high_stim,6,10,high_stim,0.44792342288075804
11,26,4,cognitive,0,high_cue,high_stim,6,11,high_stim,1.2479712564938097
