,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,38,4,pain,-1,high_cue,high_stim,6,1,0,high_stim,-3.7069986649537565
1,38,4,pain,-1,low_cue,high_stim,3,2,1,high_stim,-3.7063815867272822
2,38,4,pain,-1,low_cue,high_stim,3,3,2,high_stim,-3.7066902306333986
3,38,4,pain,-1,high_cue,high_stim,6,4,3,high_stim,-3.706613089304279
4,38,4,pain,-1,low_cue,low_stim,1,5,4,low_stim,-3.706728796385823
5,38,4,pain,-1,high_cue,low_stim,4,6,5,low_stim,-3.7058409556729397
6,38,4,pain,-1,low_cue,med_stim,2,7,6,med_stim,-3.7065745137277095
7,38,4,pain,-1,high_cue,med_stim,5,8,7,med_stim,-3.7065745137277095
8,38,4,pain,-1,high_cue,med_stim,5,9,8,med_stim,-3.706767358863407
9,38,4,pain,-1,low_cue,med_stim,2,10,9,med_stim,-3.7063815867272822
10,38,4,pain,-1,high_cue,low_stim,4,11,10,low_stim,-3.7055703995411258
11,38,4,pain,-1,low_cue,low_stim,1,12,11,low_stim,-3.706188577870006
