onset	duration	trial_type	sub	ses	run	runtype	eventtype	trialnum	cuetype	stimtype	expectrating	outcomerating	singletrial_fname
14.181429862976074	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	0	low_cue	low_stim	23.6579969987627		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-000_cuetype-low.nii.gz
43.77579998970032	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	1	low_cue	med_stim	32.3609375593699		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-001_cuetype-low.nii.gz
77.78848004341125	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	2	high_cue	med_stim	28.964017961886		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-002_cuetype-high.nii.gz
110.4840099811554	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	3	low_cue	high_stim	25.2256456981242		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-003_cuetype-low.nii.gz
150.68232989311218	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	4	high_cue	med_stim	29.3175365773467		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-004_cuetype-high.nii.gz
178.67611002922058	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	5	low_cue	high_stim	26.2502423696889		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-005_cuetype-low.nii.gz
205.38607001304624	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	6	low_cue	low_stim	19.8851651138554		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-006_cuetype-low.nii.gz
237.481369972229	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	7	high_cue	high_stim	16.1384185716341		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-007_cuetype-high.nii.gz
265.77524995803833	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	8	high_cue	high_stim	18.7257878452726		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-008_cuetype-high.nii.gz
296.6867799758911	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	9	high_cue	low_stim	9.91494567847495		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-009_cuetype-high.nii.gz
332.6835398674011	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	10	high_cue	low_stim	7.64040676102675		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-010_cuetype-high.nii.gz
365.27903008461	1.0	cue	sub-0089	ses-01	run-06	cognitive	cue	11	low_cue	med_stim	8.69278111696351		sub-0089_ses-01_run-06_runtype-cognitive_event-cue_trial-011_cuetype-low.nii.gz
15.998769998550417	2.21779322624207	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	0	low_cue	low_stim	23.6579969987627		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-000_cuetype-low.nii.gz
46.79359006881714	1.9842963218689	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	1	low_cue	med_stim	32.3609375593699		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-001_cuetype-low.nii.gz
80.7895998954773	2.30240035057068	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	2	high_cue	med_stim	28.964017961886		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-002_cuetype-high.nii.gz
112.3847200870514	2.25732111930847	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	3	low_cue	high_stim	25.2256456981242		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-003_cuetype-low.nii.gz
152.3829700946808	1.70902991294861	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	4	high_cue	med_stim	29.3175365773467		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-004_cuetype-high.nii.gz
181.79393005371097	1.96756958961487	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	5	low_cue	high_stim	26.2502423696889		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-005_cuetype-low.nii.gz
208.3871898651123	1.77154874801636	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	6	low_cue	low_stim	19.8851651138554		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-006_cuetype-low.nii.gz
239.1819999217987	1.82686138153076	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	7	high_cue	high_stim	16.1384185716341		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-007_cuetype-high.nii.gz
268.7930500507355	1.967613697052	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	8	high_cue	high_stim	18.7257878452726		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-008_cuetype-high.nii.gz
299.48782992362976	1.78754353523254	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	9	high_cue	low_stim	9.91494567847495		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-009_cuetype-high.nii.gz
335.5846199989319	1.85745239257812	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	10	high_cue	low_stim	7.64040676102675		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-010_cuetype-high.nii.gz
367.1797399520874	1.85091638565063	expectrating	sub-0089	ses-01	run-06	cognitive	expectrating	11	low_cue	med_stim	8.69278111696351		sub-0089_ses-01_run-06_runtype-cognitive_event-expectrating_trial-011_cuetype-low.nii.gz
26.702759981155396	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	0	low_cue	low_stim	23.6579969987627	15.1688948712134	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz
57.48091006278992	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	1	low_cue	med_stim	32.3609375593699	7.60983715755195	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz
87.59213995933533	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	2	high_cue	med_stim	28.964017961886	39.7159998580227	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz
125.8897500038147	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	3	low_cue	high_stim	25.2256456981242	26.7768645541552	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz
160.88613986968994	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	4	high_cue	med_stim	29.3175365773467	23.8925023080266	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz
189.98031997680664	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	5	low_cue	high_stim	26.2502423696889	24.8074289731418	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz
219.69140005111697	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	6	low_cue	low_stim	19.8851651138554	19.7468366054261	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz
245.9845399856567	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	7	high_cue	high_stim	16.1384185716341	8.32565033042684	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz
276.97942996025085	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	8	high_cue	high_stim	18.7257878452726	10.2221686336361	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz
316.07734990119934	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	9	high_cue	low_stim	9.91494567847495	4.85961443097241	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz
346.4886898994446	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	10	high_cue	low_stim	7.64040676102675	13.0291948079437	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz
380.78481006622314	5.0	stimulus	sub-0089	ses-01	run-06	cognitive	stimulus	11	low_cue	med_stim	8.69278111696351	11.5921754102911	sub-0089_ses-01_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz
37.690200090408325	2.41850090026855	outcomerating	sub-0089	ses-01	run-06	cognitive	outcomerating	0	low_cue	low_stim	23.6579969987627	15.1688948712134	sub-0089_ses-01_run-06_runtype-cognitive_event-outcomerating_trial-000_cuetype-low_stimintensity-low.nii.gz
