,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,73,1,cognitive,1,low_cue,low_stim,1,0,low_stim,1.5916004435711084
1,73,1,cognitive,1,low_cue,med_stim,2,1,med_stim,1.0745269388462795
2,73,1,cognitive,1,high_cue,med_stim,5,2,med_stim,0.6918020464763589
3,73,1,cognitive,1,low_cue,high_stim,3,3,high_stim,0.04551794535422593
4,73,1,cognitive,1,high_cue,med_stim,5,4,med_stim,-0.0037852283877534663
5,73,1,cognitive,1,low_cue,high_stim,3,5,high_stim,-0.18161489247882637
6,73,1,cognitive,1,low_cue,low_stim,1,6,low_stim,-0.26098501188521067
7,73,1,cognitive,1,high_cue,high_stim,6,7,high_stim,-0.27911016956492807
8,73,1,cognitive,1,high_cue,high_stim,6,8,high_stim,-0.25651245232104586
9,73,1,cognitive,1,high_cue,low_stim,4,9,low_stim,-0.13902179105229623
10,73,1,cognitive,1,high_cue,low_stim,4,10,low_stim,0.02780528364790545
11,73,1,cognitive,1,low_cue,med_stim,2,11,med_stim,0.2603300571325829
