,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,73,1,pain,6,high_cue,low_stim,4,1,0,low_stim,0.9105812209785105
1,73,1,pain,6,low_cue,low_stim,1,2,1,low_stim,0.14628065347318692
2,73,1,pain,6,low_cue,med_stim,2,3,2,med_stim,-0.7332761390389967
3,73,1,pain,6,low_cue,high_stim,3,4,3,high_stim,-0.8755252394365522
4,73,1,pain,6,high_cue,med_stim,5,5,4,med_stim,-0.3440953722067681
5,73,1,pain,6,high_cue,high_stim,6,6,5,high_stim,0.4502590611140525
6,73,1,pain,6,high_cue,low_stim,4,7,6,low_stim,-0.10765585600372858
7,73,1,pain,6,high_cue,high_stim,6,8,7,high_stim,0.38019688235857396
8,73,1,pain,6,low_cue,low_stim,1,9,8,low_stim,0.5386385332846977
9,73,1,pain,6,low_cue,med_stim,2,10,9,med_stim,1.1616877654610613
10,73,1,pain,6,low_cue,high_stim,3,11,10,high_stim,-0.46473826647186506
11,73,1,pain,6,high_cue,med_stim,5,12,11,med_stim,-0.4589028696558727
