,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,51,3,cognitive,3,high_cue,med_stim,5,0,med_stim,0.6176146154257531
1,51,3,cognitive,3,high_cue,low_stim,4,1,low_stim,0.03356237567804024
2,51,3,cognitive,3,low_cue,med_stim,2,2,med_stim,-0.49159141786535765
3,51,3,cognitive,3,high_cue,high_stim,6,3,high_stim,-0.037459860487874794
4,51,3,cognitive,3,high_cue,high_stim,6,4,high_stim,0.1007899000597377
5,51,3,cognitive,3,low_cue,high_stim,3,5,high_stim,1.643683922656654
6,51,3,cognitive,3,high_cue,med_stim,5,6,med_stim,-0.1199001087491001
7,51,3,cognitive,3,high_cue,low_stim,4,7,low_stim,-1.2177030095173451
8,51,3,cognitive,3,low_cue,high_stim,3,8,high_stim,-1.052428545484629
9,51,3,cognitive,3,low_cue,low_stim,1,9,low_stim,0.1031987604359105
10,51,3,cognitive,3,low_cue,low_stim,1,10,low_stim,1.6460921181483892
11,51,3,cognitive,3,low_cue,med_stim,2,11,med_stim,0.569172269493234
