,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,16.0,4.0,pain,1.0,high_cue,low_stim,4.0,1.0,0,low_stim,0.309454693801037
1,16.0,4.0,pain,1.0,low_cue,med_stim,2.0,2.0,1,med_stim,-1.1324577798017141
2,16.0,4.0,pain,1.0,high_cue,high_stim,6.0,3.0,2,high_stim,0.45765953407000637
3,16.0,4.0,pain,1.0,low_cue,high_stim,3.0,4.0,3,high_stim,0.29737805012184354
4,16.0,4.0,pain,1.0,high_cue,low_stim,4.0,5.0,4,low_stim,0.4548388198703055
5,16.0,4.0,pain,1.0,high_cue,med_stim,5.0,6.0,5,med_stim,-1.2562196102040695
6,16.0,4.0,pain,1.0,low_cue,high_stim,3.0,7.0,6,high_stim,-1.3349867888052127
8,16.0,4.0,pain,1.0,low_cue,low_stim,1.0,9.0,8,low_stim,0.3051728671794303
9,16.0,4.0,pain,1.0,low_cue,low_stim,1.0,10.0,9,high_stim,0.4388768360499813
10,16.0,4.0,pain,1.0,high_cue,high_stim,6.0,11.0,10,med_stim,0.38768744851358783
11,16.0,4.0,pain,1.0,low_cue,med_stim,2.0,12.0,11,low_stim,0.309454693801037
7,,,,,,,,,7,low_stim,0.15091101827086545
