onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
4.11	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png	n/a	n/a	n/a	n/a	n/a
33.5	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a	n/a	n/a
71.6	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h036.png	n/a	n/a	n/a	n/a	n/a
105.59	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png	n/a	n/a	n/a	n/a	n/a
132.8	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png	n/a	n/a	n/a	n/a	n/a
163.3	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png	n/a	n/a	n/a	n/a	n/a
196.89	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a	n/a	n/a
231.39	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png	n/a	n/a	n/a	n/a	n/a
270.41	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png	n/a	n/a	n/a	n/a	n/a
297.7	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png	n/a	n/a	n/a	n/a	n/a
327.19	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l049.png	n/a	n/a	n/a	n/a	n/a
372.59	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png	n/a	n/a	n/a	n/a	n/a
7.24	2.72	expectrating	1	high_cue	n/a	61.16	Strong	61.16	Strong	0.42	2.31	h010.png	n/a	n/a	n/a	n/a	n/a
36.6	1.73	expectrating	2	low_cue	n/a	15.4	Moderate	15.4	Moderate	0.42	1.31	l047.png	n/a	n/a	n/a	n/a	n/a
73.62	2.07	expectrating	3	high_cue	n/a	52.08	Strong	52.08	Strong	0.68	1.38	h036.png	n/a	n/a	n/a	n/a	n/a
108.69	1.55	expectrating	4	high_cue	n/a	57.58	Strong	57.58	Strong	0.48	1.07	h026.png	n/a	n/a	n/a	n/a	n/a
135.91	1.62	expectrating	5	high_cue	n/a	69.27	Very Strong	69.27	Very Strong	0.37	1.26	h038.png	n/a	n/a	n/a	n/a	n/a
165.3	2.07	expectrating	6	high_cue	n/a	62.31	Strong	62.31	Strong	1.08	0.98	h037.png	n/a	n/a	n/a	n/a	n/a
199.3	1.62	expectrating	7	low_cue	n/a	8.16	Weak	8.16	Weak	0.5	1.12	l030.png	n/a	n/a	n/a	n/a	n/a
234.31	1.35	expectrating	8	low_cue	n/a	41.19	Strong	41.19	Strong	0.37	0.99	l045.png	n/a	n/a	n/a	n/a	n/a
272.21	1.36	expectrating	9	high_cue	n/a	41.92	Strong	41.92	Strong	0.07	1.29	h004.png	n/a	n/a	n/a	n/a	n/a
300.2	1.27	expectrating	10	low_cue	n/a	27.82	Moderate	27.82	Moderate	0.33	0.93	l009.png	n/a	n/a	n/a	n/a	n/a
329.09	1.47	expectrating	11	low_cue	n/a	35.07	Strong	35.07	Strong	0.5	0.97	l049.png	n/a	n/a	n/a	n/a	n/a
374.59	1.35	expectrating	12	low_cue	n/a	33.31	Strong	33.31	Strong	0.32	1.03	l026.png	n/a	n/a	n/a	n/a	n/a
12.57	12.06	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	12.59	16.25	21.25	24.65	success
47.55	11.67	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	47.59	50.99	55.99	59.26	success
84.53	11.64	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	84.57	87.98	92.98	96.22	success
117.92	12.6	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	117.96	121.89	126.89	130.57	success
141.23	11.69	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	141.27	144.63	149.63	152.96	success
174.53	12.16	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	174.57	178.23	183.23	186.74	success
205.92	12.66	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	205.97	209.91	214.91	218.63	success
240.91	12.22	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	240.97	244.66	249.66	253.19	success
278.82	12.66	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	278.87	282.81	287.81	291.54	success
306.32	12.2	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	306.37	310.03	315.03	318.57	success
344.65	11.73	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	344.69	348.12	353.12	356.42	success
384.44	12.69	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	384.49	388.49	393.49	397.17	success
23.7	1.5	outcomerating	1	high_cue	med_stim	49.78	Strong	49.78	Strong	0.37	1.13	task-pain_scale.png	n/a	n/a	n/a	n/a	success
62.41	2.15	outcomerating	2	low_cue	low_stim	23.87	Moderate	23.87	Moderate	0.67	1.48	task-pain_scale.png	n/a	n/a	n/a	n/a	success
97.11	2.79	outcomerating	3	high_cue	low_stim	22.36	Moderate	22.36	Moderate	0.42	2.37	task-pain_scale.png	n/a	n/a	n/a	n/a	success
127.5	3.03	outcomerating	4	high_cue	high_stim	63.54	Strong	63.54	Strong	1.43	1.59	task-pain_scale.png	n/a	n/a	n/a	n/a	success
152.41	1.95	outcomerating	5	high_cue	low_stim	27.92	Moderate	27.92	Moderate	0.25	1.7	task-pain_scale.png	n/a	n/a	n/a	n/a	success
184.51	1.91	outcomerating	6	high_cue	med_stim	17.01	Moderate	17.01	Moderate	0.68	1.22	task-pain_scale.png	n/a	n/a	n/a	n/a	success
224.4	2.54	outcomerating	7	low_cue	high_stim	46.66	Strong	46.66	Strong	0.65	1.89	task-pain_scale.png	n/a	n/a	n/a	n/a	success
257.0	2.13	outcomerating	8	low_cue	med_stim	43.04	Strong	43.04	Strong	0.42	1.72	task-pain_scale.png	n/a	n/a	n/a	n/a	success
292.4	2.0	outcomerating	9	high_cue	high_stim	63.01	Strong	63.01	Strong	0.43	1.57	task-pain_scale.png	n/a	n/a	n/a	n/a	success
318.01	1.64	outcomerating	10	low_cue	med_stim	16.83	Moderate	16.83	Moderate	0.6	1.04	task-pain_scale.png	n/a	n/a	n/a	n/a	success
