onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
9.79	1.0	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a	n/a	n/a
41.51	1.0	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h023.png	n/a	n/a	n/a	n/a	n/a
67.4	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a	n/a	n/a
96.79	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png	n/a	n/a	n/a	n/a	n/a
128.41	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png	n/a	n/a	n/a	n/a	n/a
171.0	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a	n/a	n/a
198.3	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png	n/a	n/a	n/a	n/a	n/a
234.89	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l035.png	n/a	n/a	n/a	n/a	n/a
262.21	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png	n/a	n/a	n/a	n/a	n/a
291.1	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png	n/a	n/a	n/a	n/a	n/a
336.6	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h035.png	n/a	n/a	n/a	n/a	n/a
371.6	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a	n/a	n/a
12.51		expectrating	1	high_cue	n/a			85.64	Very Strong	0.47	3.82	h027.png	n/a	n/a	n/a	n/a	n/a
43.01	3.79	expectrating	2	high_cue	n/a	64.06	Very Strong	64.06	Very Strong	0.52	3.27	h023.png	n/a	n/a	n/a	n/a	n/a
69.5	1.93	expectrating	3	low_cue	n/a	6.44	Weak	6.44	Weak	0.6	1.33	l043.png	n/a	n/a	n/a	n/a	n/a
100.71	3.44	expectrating	4	high_cue	n/a	68.07	Very Strong	68.07	Very Strong	0.6	2.84	h018.png	n/a	n/a	n/a	n/a	n/a
132.31		expectrating	5	high_cue	n/a			43.68	Strong	0.63	2.97	h053.png	n/a	n/a	n/a	n/a	n/a
174.91	2.59	expectrating	6	low_cue	n/a	4.84	Weak	4.84	Weak	0.48	2.11	l038.png	n/a	n/a	n/a	n/a	n/a
199.8	1.52	expectrating	7	low_cue	n/a	18.22	Moderate	18.22	Moderate	0.67	0.85	l018.png	n/a	n/a	n/a	n/a	n/a
237.0	2.52	expectrating	8	low_cue	n/a	19.02	Moderate	19.02	Moderate	0.6	1.92	l035.png	n/a	n/a	n/a	n/a	n/a
264.91	2.99	expectrating	9	high_cue	n/a	96.44	Very Strong	96.44	Very Strong	1.03	1.96	h014.png	n/a	n/a	n/a	n/a	n/a
293.3	2.18	expectrating	10	low_cue	n/a	5.8	Weak	5.8	Weak	0.83	1.35	l041.png	n/a	n/a	n/a	n/a	n/a
338.3	2.58	expectrating	11	high_cue	n/a	74.79	Very Strong	74.79	Very Strong	0.75	1.83	h035.png	n/a	n/a	n/a	n/a	n/a
373.4	2.63	expectrating	12	low_cue	n/a	9.24	Weak	9.24	Weak	0.57	2.07	l030.png	n/a	n/a	n/a	n/a	n/a
22.27	34.64	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	22.27	26.03	31.03	34.64	success
49.12	61.95	stimulus	2	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	49.12	53.13	58.13	61.94	success
75.74	88.56	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	75.74	79.75	84.75	88.56	success
108.92	120.82	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	108.92	112.42	117.42	120.82	success
145.01	157.38	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	145.01	148.77	153.77	157.38	success
179.83	191.73	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	179.83	183.33	188.33	191.73	success
208.13	220.49	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	208.13	211.89	216.89	220.5	success
244.33	256.69	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	244.33	248.09	253.09	256.7	success
272.24	285.06	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	272.24	276.25	281.25	285.06	success
