,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,31,4,pain,3,low_cue,low_stim,1,1,0,low_stim,-0.05251870647675779
1,31,4,pain,3,low_cue,med_stim,2,2,1,med_stim,1.9939517754559049
2,31,4,pain,3,high_cue,med_stim,5,3,2,med_stim,0.2664728328944521
3,31,4,pain,3,low_cue,high_stim,3,4,3,high_stim,1.227261326676679
4,31,4,pain,3,high_cue,med_stim,5,5,4,med_stim,0.5161407846271986
5,31,4,pain,3,low_cue,high_stim,3,6,5,high_stim,-0.1132427628132747
6,31,4,pain,3,low_cue,low_stim,1,7,6,low_stim,0.24610796390385126
7,31,4,pain,3,high_cue,high_stim,6,8,7,high_stim,0.07486136879140223
8,31,4,pain,3,high_cue,high_stim,6,9,8,high_stim,-0.20113694132181817
9,31,4,pain,3,high_cue,low_stim,4,10,9,low_stim,0.5512885484053409
10,31,4,pain,3,high_cue,low_stim,4,11,10,low_stim,0.19733870632644404
11,31,4,pain,3,low_cue,med_stim,2,12,11,med_stim,-0.04040859550462881
