src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename
9,3,vicarious,2,5,1,high_cue,med_stim,5,1615998392.14744,1615998392.14926,1615998394.9338,1615998394.94194,1.29277062416077,1615998396.2342901,1615998396.24093,high_cue,h012.png,1615998397.22808,1615998397.2300198,2.0984899997711204,1615998399.35212,1615998399.3565,1615998401.7725198,2.42040038108826,41.61366567121631,FIX,1615998403.37028,1615998403.37372,1.25629186630249,med_stim,1615998406.6309302,1615998406.62827,,0,,0,0,1615998413.64078,1615998413.64294,2.18579435348511,1615998415.8416,1615998415.85671,1615998417.8591402,2.01754307746887,22.67408806703854,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,115-jy115,jy115t1aeaff_M.mp4,0,
9,3,vicarious,2,5,1,low_cue,low_stim,1,1615998392.14744,1615998392.14926,1615998419.85976,1615998419.87432,5.766808986663821,1615998425.64525,1615998425.64755,low_cue,l043.png,1615998426.62776,1615998426.62945,2.09881687164307,1615998428.74641,1615998428.74757,1615998430.8641,2.11769223213196,1.15036306132966,FIX,1615998432.76458,1615998432.76638,6.86199545860291,low_stim,1615998441.63088,1615998441.62849,,0,,0,0,1615998448.63716,1615998448.6410198,5.88941144943237,1615998454.55604,1615998454.55693,1615998456.80701,2.2509777545929,3.7062892972123387,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,115-jy115,jy115t1aaunaff_L.mp4,0,
9,3,vicarious,2,5,1,high_cue,low_stim,4,1615998392.14744,1615998392.14926,1615998458.5742,1615998458.59092,5.1523699760437,1615998463.7428,1615998463.74546,high_cue,h017.png,1615998464.72771,1615998464.72916,0.99885892868042,1615998465.74354,1615998465.74432,1615998467.37775,1.6342096328735398,7.6098371575519455,FIX,1615998469.76171,1615998469.7642,6.86486554145813,low_stim,1615998478.6309,1615998478.6284301,,0,,0,0,1615998485.63429,1615998485.64103,3.5922794342041,1615998489.25231,1615998489.25667,1615998491.02246,1.77015447616577,0.48146580583835247,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,052-dr052,dr052t1aeunaff_L.mp4,0,
9,3,vicarious,2,5,1,high_cue,high_stim,6,1615998392.14744,1615998392.14926,1615998493.27047,1615998493.27343,4.45609903335571,1615998497.73881,1615998497.7411,high_cue,h033.png,1615998498.72775,1615998498.72926,2.09881997108459,1615998500.8399599,1615998500.84106,1615998502.12392,1.2839536666870102,0.9315565980774849,FIX,1615998504.85813,1615998504.85991,5.16844320297241,high_stim,1615998512.03092,1615998512.0283802,,0,,0,0,1615998519.04675,1615998519.04895,0.579820156097412,1615998519.64698,1615998519.65656,1615998521.85586,2.2088854312896697,14.484733560322972,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,123-jh123,jh123t1aeaff_H.mp4,0,
9,3,vicarious,2,5,1,high_cue,low_stim,4,1615998392.14744,1615998392.14926,1615998523.68182,1615998523.68495,1.24475884437561,1615998524.94895,1615998524.95248,high_cue,h026.png,1615998525.92835,1615998525.9307802,2.0982239246368404,1615998528.0501099,1615998528.05674,1615998529.8891802,1.83906841278076,37.65282982088364,FIX,1615998532.06828,1615998532.07551,1.25829648971558,low_stim,1615998535.33447,1615998535.32931,,0,,0,0,1615998542.33877,1615998542.34204,2.18779993057251,1615998544.55627,1615998544.55703,1615998546.7239199,2.16764950752258,9.727578551401605,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,066-mg066,mg066t2aeunaff_L.mp4,0,
9,3,vicarious,2,5,1,high_cue,med_stim,5,1615998392.14744,1615998392.14926,1615998548.5911,1615998548.59296,6.835468292236331,1615998555.44366,1615998555.44538,high_cue,h021.png,1615998556.42748,1615998556.42876,0.9990890026092528,1615998557.4444098,1615998557.4454901,1615998559.11188,1.66747283935547,51.0175030328457,FIX,1615998561.46257,1615998561.46418,5.16400170326233,med_stim,1615998568.6301901,1615998568.62804,,0,,0,0,1615998575.6345198,1615998575.64065,0.992050647735596,1615998576.6515698,1615998576.6565,1615998577.97259,1.3210241794586202,62.300527191945,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,095-tv095,tv095t2afaff_M.mp4,0,
9,3,vicarious,2,5,1,low_cue,high_stim,3,1615998392.14744,1615998392.14926,1615998580.68641,1615998580.68816,8.34016513824463,1615998589.03952,1615998589.04102,low_cue,l008.png,1615998590.02759,1615998590.02915,1.39898705482483,1615998591.44042,1615998591.44123,1615998593.79149,2.35106730461121,32.721234629036985,FIX,1615998595.45858,1615998595.46052,2.5679914951324503,high_stim,1615998600.02993,1615998600.0281,,0,,0,0,1615998607.04624,1615998607.04764,9.4803352355957,1615998616.5497801,1615998616.55656,1615998619.0058599,2.4560763835907005,13.424370055032284,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,052-dr052,dr052t1aiaff_H.mp4,0,
9,3,vicarious,2,5,1,low_cue,med_stim,2,1615998392.14744,1615998392.14926,1615998620.56795,1615998620.57415,2.9586269855499303,1615998623.5357199,1615998623.54096,low_cue,l025.png,1615998624.52734,1615998624.52844,1.89923214912415,1615998626.4368,1615998626.43977,1615998627.87258,1.4357800483703602,42.89091026274223,FIX,1615998630.45497,1615998630.4572198,2.57160687446594,med_stim,1615998635.03018,1615998635.02815,,0,,0,0,1615998642.04262,1615998642.0444,7.08395171165466,1615998649.1452699,1615998649.15661,1615998651.87978,2.7345118522644003,25.64100582430528,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,048-aa048,aa048t2afunaff_M.mp4,0,
9,3,vicarious,2,5,1,high_cue,high_stim,6,1615998392.14744,1615998392.14926,1615998653.16344,1615998653.17395,9.3631374835968,1615998662.53359,1615998662.54075,high_cue,h007.png,1615998663.52743,1615998663.5286698,0.7991428375244141,1615998664.35094,1615998664.35223,1615998667.03913,2.6881856918335,6.467458927791517,FIX,1615998668.3691099,1615998668.37538,2.55746841430664,high_stim,1615998672.9300802,1615998672.92795,,0,,0,0,1615998679.94009,1615998679.94184,4.58648538589478,1615998684.5418,1615998684.55653,1615998686.0261,1.48429393768311,11.976132444203357,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,115-jy115,jy115t2aaaff_H.mp4,0,
9,3,vicarious,2,5,1,low_cue,med_stim,2,1615998392.14744,1615998392.14926,1615998688.55997,1615998688.5742,1.26660585403442,1615998689.84378,1615998689.8452802,low_cue,l024.png,1615998690.82745,1615998690.8287199,1.49912595748901,1615998692.3447099,1615998692.346,1615998693.97889,1.6341724395752,0.4620527214307649,FIX,1615998696.36288,1615998696.36481,2.06369423866272,med_stim,1615998700.43007,1615998700.42797,,0,,0,0,1615998707.4336698,1615998707.44038,2.69290161132812,1615998710.15136,1615998710.15662,1615998711.5058699,1.3545129299163798,5.984952315115409,FIX,1615998790.58135,1615998790.58355,398.433910608292,,0,066-mg066,mg066t2aaunaff_M.mp4,0,
