src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename,delay_between_medoc
10,4,pain,-1,4,2,low_cue,low_stim,1,1616614185.63184,1616614185.63416,1616614188.42776,1616614188.4320002,11.382530450820902,1616614199.81534,1616614199.81723,low_cue,l034.png,1616614200.91575,1616614200.9182599,0.693348407745361,1616614201.63269,1616614201.6335099,1616614204.13379,2.5011007785797097,10.140793146112793,FIX,1616614205.65085,1616614205.65306,0.5582497119903559,low_stim,1616614206.31166,1616614206.3131301,,0,,0,0,1616614215.22109,1616614215.22294,5.68801474571228,1616614220.92321,1616614220.9332,1616614224.74879,3.8255789279937695,3.4612538779541557,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.0956220626831055
10,4,pain,-1,4,2,low_cue,med_stim,2,1616614185.63184,1616614185.63416,1616614225.30818,1616614225.3174698,0.9021651744842528,1616614226.22519,1616614226.22714,low_cue,l003.png,1616614227.22556,1616614227.23452,1.98353624343872,1616614229.22631,1616614229.23306,1616614232.31541,3.08910465240479,52.5729486405434,FIX,1616614233.24447,1616614233.2502902,0.5646281242370611,med_stim,1616614233.89368,1616614233.89446,,0,,0,0,1616614242.81471,1616614242.81724,6.49439167976379,1616614249.3338099,1616614249.3349302,1616614251.75157,2.4177625179290803,180.0,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.0837318897247314
10,4,pain,-1,4,2,high_cue,med_stim,5,1616614185.63184,1616614185.63416,1616614253.35197,1616614253.35326,4.45829844474792,1616614257.8203099,1616614257.8224301,high_cue,h040.png,1616614258.8206801,1616614258.8227901,1.98842263221741,1616614260.82143,1616614260.83332,1616614262.72233,1.9009025096893304,9.00850374202516,FIX,1616614264.83959,1616614264.84156,4.86951279640198,med_stim,1616614269.7674599,1616614269.76973,,0,,0,0,1616614278.7281,1616614278.73023,2.78099679946899,1616614281.52915,1616614281.53296,1616614284.2154698,2.68632006645203,180.0,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.0571868419647217
10,4,pain,-1,4,2,low_cue,high_stim,3,1616614185.63184,1616614185.63416,1616614285.56399,1616614285.56715,9.04628324508667,1616614294.6173599,1616614294.6192696,low_cue,l049.png,1616614295.6177402,1616614295.6194801,0.8913676738739009,1616614296.51807,1616614296.53279,1616614298.60233,2.08425807952881,9.044666534410648,FIX,1616614300.53624,1616614300.5379698,3.3728656768798797,high_stim,1616614303.9586198,1616614303.9603,,0,,0,0,1616614312.92419,1616614312.92659,3.1849122047424303,1616614316.12538,1616614316.1333199,1616614318.68216,2.55677390098572,7.125016348901798,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.047497034072876
10,4,pain,-1,4,2,high_cue,med_stim,5,1616614185.63184,1616614185.63416,1616614320.16022,1616614320.16324,10.550529003143302,1616614330.7308302,1616614330.7351801,high_cue,h047.png,1616614331.71453,1616614331.71825,0.694570541381836,1616614332.43146,1616614332.43289,1616614334.38237,1.95090317726135,45.81150068371188,FIX,1616614336.44963,1616614336.45138,2.4594707489013703,med_stim,1616614338.99521,1616614338.9971,,0,,0,0,1616614347.92057,1616614347.93499,4.18852996826172,1616614352.12214,1616614352.13285,1616614356.0404198,3.9182796478271498,7.702284266266227,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.0849568843841553
10,4,pain,-1,4,2,low_cue,high_stim,3,1616614185.63184,1616614185.63416,1616614356.60715,1616614356.61721,0.40277743339538596,1616614357.02397,1616614357.02553,low_cue,l004.png,1616614358.0243402,1616614358.02579,2.08476042747498,1616614360.12512,1616614360.13292,1616614364.03215,3.9070219993591295,55.79951586973146,FIX,1616614364.57679,1616614364.58372,1.7323160171508798,high_stim,1616614366.41013,1616614366.4117901,,0,,0,0,1616614375.3308,1616614375.33239,4.77830576896667,1616614380.13259,1616614380.13348,1616614382.50036,2.36777639389038,31.77871976827806,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.10006403923034696
10,4,pain,-1,4,2,low_cue,low_stim,1,1616614185.63184,1616614185.63416,1616614384.15075,1616614384.16766,1.25918769836426,1616614385.41789,1616614385.41943,low_cue,l038.png,1616614386.4182599,1616614386.42015,1.9908373355865496,1616614388.41901,1616614388.4335198,1616614391.00345,2.58443665504456,52.48738819714364,FIX,1616614392.43717,1616614392.43854,9.371928215026859,low_stim,1616614401.88878,1616614401.89072,,0,,0,0,1616614410.82737,1616614410.83006,5.88173341751099,1616614416.72957,1616614416.73294,1616614419.73212,3.00254940986633,4.592212010919773,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.0783369541168213
10,4,pain,-1,4,2,high_cue,high_stim,6,1616614185.63184,1616614185.63416,1616614420.74773,1616614420.7499301,1.66228008270264,1616614422.41502,1616614422.4168901,high_cue,h015.png,1616614423.41539,1616614423.41741,0.693708419799805,1616614424.1323302,1616614424.13374,1616614427.16691,3.03457903862,9.267836262821117,FIX,1616614428.15049,1616614428.15232,0.758607625961304,high_stim,1616614428.96353,1616614428.9647,,0,,0,0,1616614437.9208,1616614437.92285,3.18829703330994,1616614441.1220002,1616614441.13322,1616614443.73975,2.61775660514832,34.59228868750995,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.0535430908203125
10,4,pain,-1,4,2,high_cue,high_stim,6,1616614185.63184,1616614185.63416,1616614445.1401598,1616614445.15056,4.66976451873779,1616614449.8252401,1616614449.8269699,high_cue,h039.png,1616614450.82562,1616614450.82728,1.98348665237427,1616614452.82636,1616614452.83288,1616614455.58224,2.7558789253234903,2.193234576375546,FIX,1616614456.84453,1616614456.8506598,6.26457476615906,high_stim,1616614463.17535,1616614463.1761,,0,,0,0,1616614472.11689,1616614472.11874,3.99221134185791,1616614476.11838,1616614476.13324,1616614479.30306,3.18468284606934,180.0,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.0657820701599121
10,4,pain,-1,4,2,high_cue,low_stim,4,1616614185.63184,1616614185.63416,1616614480.13655,1616614480.15022,3.8734350204467796,1616614484.02133,1616614484.02301,high_cue,h028.png,1616614485.0217,1616614485.02343,1.78739953041077,1616614486.8223698,1616614486.83344,1616614489.79879,2.9764168262481703,4.43447050610122,FIX,1616614490.84054,1616614490.84188,14.6685626506805,low_stim,1616614505.57602,1616614505.57771,,0,,0,0,1616614514.51603,1616614514.51734,2.1930673122406,1616614516.73353,1616614516.73453,1616614518.71773,1.98420429229736,9.235559093165921,FIX,1616614584.1420002,1616614584.15013,398.5101630687709,Command Recieved: TRIGGER_AND_Response: RESULT_OK,0,,,0,,0.0657501220703125
