src_subject_id,ses,param_run_num,runtype,trial_index,param_cue_type,param_stimulus_type,singletrial_fname,expectrating,expectlabel,outcomerating,outcomelabel,event02_expect_angle,expectlabel_impute,event04_actual_angle,outcomelabel_impute,expectrating_RT,expectrating_RTimpute,outcomerating_RT,outcomerating_RTimpute,pain_stimulus_delivery_success,P_mdl1,E_mdl1,PE_mdl1,P_mdl2,E_mdl2,PE_mdl2,P_mdl3,E_mdl3,PE_mdl3,P_mdl4,E_mdl4,PE_mdl4,P_mdl5,E_mdl5
5,ses-03,2,cognitive,1,high_cue,low_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-high_cue_stimintensity-low_stim_stim.nii.gz,121.24,Strongest sensation of any kind,NaN,n/a,121.24,Strongest sensation of any kind,NaN,n/a,2.31,2.08,NaN,0.02,n/a,82.2358701014063,121.24,-39.0041298985936,75.315155931903,121.24,-45.9248440680969,82.2357680618706,121.24,-54.954,81.8899864003551,121.24,-54.954,71.7493017172462,94.7864238278447
5,ses-03,2,cognitive,2,low_cue,low_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-001_cuetype-low_cue_stimintensity-low_stim_stim.nii.gz,22.42,Moderate,4.86,Weak,22.42,Moderate,4.86,Weak,3.65,3.25,2.11,1.47,n/a,53.5543152842688,22.42,31.1343152842688,59.0786455925163,22.42,36.6586455925163,53.5543967354148,22.42,43.866,53.8304104626055,22.42,43.866,60.1518992233362,34.2862165383331
5,ses-03,2,cognitive,3,low_cue,med_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-002_cuetype-low_cue_stimintensity-med_stim_stim.nii.gz,44.84,Strong,125.62,Strongest sensation of any kind,44.84,Strong,125.62,Strongest sensation of any kind,2.62,2.07,1.28,0.87,n/a,73.0514627284976,26.4224104287493,46.6290522997483,81.0216445971398,24.575444962872,56.4461996342678,73.0515824945325,26.4224027756547,65.6969722243453,72.9827998488854,24.7243309469995,67.3950440530005,81.0332242870866,34.2862165383331
5,ses-03,2,cognitive,4,low_cue,high_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-low_cue_stimintensity-high_stim_stim.nii.gz,10.9,Moderate,12.26,Moderate,10.9,Moderate,12.26,Moderate,2.33,1.68,2.52,1.05,n/a,67.5188778780097,32.4167161812032,35.1021616968064,73.0042028357263,27.8943530869568,45.1098497487695,67.5189643643006,32.4166977645489,49.4564272354511,66.6512009827436,28.264669379629,53.608455620371,72.7510978930536,34.2862165383331
5,ses-03,2,cognitive,5,high_cue,med_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-004_cuetype-high_cue_stimintensity-med_stim_stim.nii.gz,108.94,Strongest sensation of any kind,130.53,Strongest sensation of any kind,108.94,Strongest sensation of any kind,130.53,Strongest sensation of any kind,3.57,3.02,1.82,1.18,n/a,99.1160624069661,116.225901091928,-17.1098386849619,96.4603410390741,118.539723647251,-22.0793826081774,99.1160204282333,116.225910679494,-24.1065356794937,99.5683743004489,118.353203782852,-26.2338287828521,92.6306267809966,94.7864238278447
5,ses-03,2,cognitive,6,high_cue,high_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-005_cuetype-high_cue_stimintensity-high_stim_stim.nii.gz,95.17,Very Strong,NaN,n/a,95.17,Very Strong,109.17,Strongest sensation of any kind,1.78,1.58,NaN,0.78,n/a,91.2052979737882,114.026379562013,-22.8210815882248,87.6842875857106,117.241506180215,-29.557218594504,91.2052420205263,114.026392480546,-32.1532674805463,91.8402049251998,116.97511087439,-35.1019858743896,84.3485003869636,94.7864238278447
5,ses-03,2,cognitive,7,high_cue,low_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-006_cuetype-high_cue_stimintensity-low_stim_stim.nii.gz,106.56,Strongest sensation of any kind,NaN,n/a,106.56,Strongest sensation of any kind,138.58,Strongest sensation of any kind,1.3,1.25,NaN,2.5,n/a,79.2907023744974,111.092660477136,-31.8019581026382,74.3726445750634,115.503608969167,-41.1309643941032,79.2906242121965,111.092677826589,-44.8066778265886,80.1554047404372,115.131163572345,-48.8451635723449,71.7493017172462,94.7864238278447
5,ses-03,2,cognitive,8,high_cue,high_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-007_cuetype-high_cue_stimintensity-high_stim_stim.nii.gz,123.69,Strongest sensation of any kind,154.94,Strongest sensation of any kind,123.69,Strongest sensation of any kind,154.94,Strongest sensation of any kind,1.78,1.28,3.03,2.28,n/a,89.1672424674815,107.004422544087,-17.8371800766054,87.0013906167676,113.085201835232,-26.0838112184641,89.1672026481437,107.004446127756,-25.1313211277556,90.5880472339878,112.565271491211,-30.6921464912112,84.3485003869636,94.7864238278447
5,ses-03,2,cognitive,9,low_cue,low_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-008_cuetype-low_cue_stimintensity-low_stim_stim.nii.gz,107.49,Strongest sensation of any kind,NaN,n/a,107.49,Strongest sensation of any kind,46.23,Strong,1.79,1.19,NaN,3.08,n/a,57.7654726040524,36.9292052712694,20.836267332783,60.4138955914788,30.5467096278309,29.8671859636479,57.7655197524375,36.9291799065527,29.3568200934473,56.2896078674356,31.0807826178288,35.2052173821712,60.1518992233362,34.2862165383331
5,ses-03,2,cognitive,10,low_cue,med_stim,sub-0005_ses-03_run-02_runtype-cognitive_event-stimulus_trial-009_cuetype-low_cue_stimintensity-med_stim_stim.nii.gz,NaN,n/a,155.31,Strongest sensation of any kind,30.42,Strong,155.31,Strongest sensation of any kind,NaN,3.92,2.6,2.07,n/a,76.8783867018669,39.6077704784212,37.2706162234457,82.2912843766968,32.3028322150126,49.9884521616843,76.8784760296796,39.6077423062794,52.5116326937206,75.3128128128107,32.9301527885665,59.1892222114335,81.0332242870866,34.2862165383331
