onset	duration	trial_type	sub	ses	run	runtype	eventtype	trialnum	cuetype	stimtype	expectrating	outcomerating	singletrial_fname
13.3985698223114	1.0	cue	sub-0009	ses-04	run-01	pain	cue	0	low_cue	low_stim	160.392922556143		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-000_cuetype-low.nii.gz
43.00961995124817	1.0	cue	sub-0009	ses-04	run-01	pain	cue	1	low_cue	med_stim	152.607630448107		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-001_cuetype-low.nii.gz
78.7062599658966	1.0	cue	sub-0009	ses-04	run-01	pain	cue	2	high_cue	med_stim	159.52484288599		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-002_cuetype-high.nii.gz
113.90271997451782	1.0	cue	sub-0009	ses-04	run-01	pain	cue	3	low_cue	high_stim	160.314892418158		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-003_cuetype-low.nii.gz
151.70015001296997	1.0	cue	sub-0009	ses-04	run-01	pain	cue	4	high_cue	med_stim	159.145541960422		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-004_cuetype-high.nii.gz
178.81025981903076	1.0	cue	sub-0009	ses-04	run-01	pain	cue	5	low_cue	high_stim	157.857294300155		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-005_cuetype-low.nii.gz
207.20418000221252	1.0	cue	sub-0009	ses-04	run-01	pain	cue	6	low_cue	low_stim	155.517514102653		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-006_cuetype-low.nii.gz
237.59885001182556	1.0	cue	sub-0009	ses-04	run-01	pain	cue	7	high_cue	high_stim	166.693242218931		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-007_cuetype-high.nii.gz
268.31029987335205	1.0	cue	sub-0009	ses-04	run-01	pain	cue	8	high_cue	high_stim	157.984161202224		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-008_cuetype-high.nii.gz
300.10548996925354	1.0	cue	sub-0009	ses-04	run-01	pain	cue	9	high_cue	low_stim	164.517518285952		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-009_cuetype-high.nii.gz
333.6013197898865	1.0	cue	sub-0009	ses-04	run-01	pain	cue	10	high_cue	low_stim	158.369113163482		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-010_cuetype-high.nii.gz
366.9970998764038	1.0	cue	sub-0009	ses-04	run-01	pain	cue	11	low_cue	med_stim	159.820541335489		sub-0009_ses-04_run-01_runtype-pain_event-cue_trial-011_cuetype-low.nii.gz
15.249259948730469	2.85130429267883	expectrating	sub-0009	ses-04	run-01	pain	expectrating	0	low_cue	low_stim	160.392922556143		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-000_cuetype-low.nii.gz
46.01072978973389	1.50644969940186	expectrating	sub-0009	ses-04	run-01	pain	expectrating	1	low_cue	med_stim	152.607630448107		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-001_cuetype-low.nii.gz
81.72404980659485	1.64327311515808	expectrating	sub-0009	ses-04	run-01	pain	expectrating	2	high_cue	med_stim	159.52484288599		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-002_cuetype-high.nii.gz
115.80342984199524	1.30062508583069	expectrating	sub-0009	ses-04	run-01	pain	expectrating	3	low_cue	high_stim	160.314892418158		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-003_cuetype-low.nii.gz
153.4174599647522	1.56740593910217	expectrating	sub-0009	ses-04	run-01	pain	expectrating	4	high_cue	med_stim	159.145541960422		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-004_cuetype-high.nii.gz
181.91140985488892	1.30578970909119	expectrating	sub-0009	ses-04	run-01	pain	expectrating	5	low_cue	high_stim	157.857294300155		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-005_cuetype-low.nii.gz
210.20529985427856	1.10055541992188	expectrating	sub-0009	ses-04	run-01	pain	expectrating	6	low_cue	low_stim	155.517514102653		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-006_cuetype-low.nii.gz
239.2994799613953	1.83446645736694	expectrating	sub-0009	ses-04	run-01	pain	expectrating	7	high_cue	high_stim	166.693242218931		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-007_cuetype-high.nii.gz
271.31141996383667	1.50579214096069	expectrating	sub-0009	ses-04	run-01	pain	expectrating	8	high_cue	high_stim	157.984161202224		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-008_cuetype-high.nii.gz
302.9065399169922	1.85099244117737	expectrating	sub-0009	ses-04	run-01	pain	expectrating	9	high_cue	low_stim	164.517518285952		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-009_cuetype-high.nii.gz
336.50239992141724	1.65082979202271	expectrating	sub-0009	ses-04	run-01	pain	expectrating	10	high_cue	low_stim	158.369113163482		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-010_cuetype-high.nii.gz
368.91448998451233	1.75270128250122	expectrating	sub-0009	ses-04	run-01	pain	expectrating	11	low_cue	med_stim	159.820541335489		sub-0009_ses-04_run-01_runtype-pain_event-expectrating_trial-011_cuetype-low.nii.gz
23.97832989692688	5.0	stimulus	sub-0009	ses-04	run-01	pain	stimulus	0	low_cue	low_stim	160.392922556143	161.029592191513	sub-0009_ses-04_run-01_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz
54.73783993721008	5.0	stimulus	sub-0009	ses-04	run-01	pain	stimulus	1	low_cue	med_stim	152.607630448107	168.915108707758	sub-0009_ses-04_run-01_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz
86.54162001609802	5.0	stimulus	sub-0009	ses-04	run-01	pain	stimulus	2	high_cue	med_stim	159.52484288599	154.786504128521	sub-0009_ses-04_run-01_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz
123.22575998306274	5.0	stimulus	sub-0009	ses-04	run-01	pain	stimulus	3	low_cue	high_stim	160.314892418158	155.897765498839	sub-0009_ses-04_run-01_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz
159.97132992744446	5.0	stimulus	sub-0009	ses-04	run-01	pain	stimulus	4	high_cue	med_stim	159.145541960422	162.220247540807	sub-0009_ses-04_run-01_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz
188.1315197944641	5.0	stimulus	sub-0009	ses-04	run-01	pain	stimulus	5	low_cue	high_stim	157.857294300155	153.434948822922	sub-0009_ses-04_run-01_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz
