,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,17,3,pain,2,high_cue,low_stim,4,1,0,low_stim,-3.12462851493135
1,17,3,pain,2,low_cue,med_stim,2,2,1,med_stim,-3.1232838714627835
2,17,3,pain,2,high_cue,low_stim,4,3,2,low_stim,-3.1233716324043828
3,17,3,pain,2,low_cue,med_stim,2,4,3,med_stim,-3.122757110245121
4,17,3,pain,2,high_cue,high_stim,6,5,4,high_stim,-3.123137582527933
5,17,3,pain,2,low_cue,low_stim,1,6,5,low_stim,-3.122932734560809
6,17,3,pain,2,low_cue,high_stim,3,7,6,high_stim,-3.123049796749651
7,17,3,pain,2,low_cue,low_stim,1,8,7,low_stim,-3.1229912677242924
8,17,3,pain,2,high_cue,high_stim,6,9,8,high_stim,-3.122786383550108
9,17,3,pain,2,low_cue,high_stim,3,10,9,high_stim,-3.1233716324043828
10,17,3,pain,2,high_cue,med_stim,5,11,10,med_stim,-3.122581448698957
11,17,3,pain,2,high_cue,med_stim,5,12,11,med_stim,-3.123196101206436
