,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,17,3,cognitive,1,low_cue,med_stim,2,0,med_stim,1.7145277931523077
1,17,3,cognitive,1,low_cue,low_stim,1,1,low_stim,1.1476400407046008
2,17,3,cognitive,1,low_cue,high_stim,3,2,high_stim,0.3399379623575982
3,17,3,cognitive,1,high_cue,low_stim,4,3,low_stim,-0.50966568497032
4,17,3,cognitive,1,high_cue,med_stim,5,4,med_stim,-0.7347108888505772
5,17,3,cognitive,1,high_cue,high_stim,6,5,high_stim,-1.4560114095211987
6,17,3,cognitive,1,high_cue,low_stim,4,6,low_stim,-1.095324993569542
7,17,3,cognitive,1,low_cue,high_stim,3,7,high_stim,-0.7439394972015606
8,17,3,cognitive,1,high_cue,high_stim,6,8,high_stim,0.4482637992143953
9,17,3,cognitive,1,low_cue,med_stim,2,9,med_stim,0.7105688039965331
10,17,3,cognitive,1,high_cue,med_stim,5,10,med_stim,0.8679631345647597
11,17,3,cognitive,1,low_cue,low_stim,1,11,low_stim,1.036177281365606
