,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,65,3,pain,3,low_cue,med_stim,2,1,0,med_stim,2.0204154140395536
1,65,3,pain,3,high_cue,low_stim,4,2,1,low_stim,2.0202649632910945
2,65,3,pain,3,high_cue,high_stim,6,3,2,high_stim,2.0201132737645735
3,65,3,pain,3,low_cue,med_stim,2,4,3,med_stim,2.0200793965946175
4,65,3,pain,3,high_cue,low_stim,4,5,4,low_stim,2.0201527197158207
5,65,3,pain,3,low_cue,high_stim,3,6,5,high_stim,2.0202033134798927
6,65,3,pain,3,low_cue,low_stim,1,7,6,low_stim,2.0200906957913642
7,65,3,pain,3,high_cue,med_stim,5,8,7,med_stim,2.020034131725241
8,65,3,pain,3,low_cue,high_stim,3,9,8,high_stim,2.0201752228384677
9,65,3,pain,3,high_cue,med_stim,5,10,9,med_stim,2.0201076318236084
10,65,3,pain,3,low_cue,low_stim,1,11,10,low_stim,2.0201527197158207
11,65,3,pain,3,high_cue,high_stim,6,12,11,high_stim,2.020208926507386
