,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,44,4,pain,-2,low_cue,low_stim,1,1,0,low_stim,-2.6450388800128186
1,44,4,pain,-2,low_cue,med_stim,2,2,1,med_stim,-2.6448904135929485
2,44,4,pain,-2,high_cue,med_stim,5,3,2,med_stim,-2.6448827933898813
3,44,4,pain,-2,low_cue,high_stim,3,4,3,high_stim,-2.644810369375169
4,44,4,pain,-2,high_cue,med_stim,5,5,4,med_stim,-2.6448523061539957
5,44,4,pain,-2,low_cue,high_stim,3,6,5,high_stim,-2.6448179956968096
6,44,4,pain,-2,low_cue,low_stim,1,7,6,low_stim,-2.644837058674568
7,44,4,pain,-2,high_cue,high_stim,6,8,7,high_stim,-2.6448027424067226
8,44,4,pain,-2,high_cue,high_stim,6,9,8,high_stim,-2.6448637400730233
9,44,4,pain,-2,high_cue,low_stim,4,10,9,low_stim,-2.644871361881668
10,44,4,pain,-2,high_cue,low_stim,4,11,10,low_stim,-2.6448904135929485
11,44,4,pain,-2,low_cue,med_stim,2,12,11,med_stim,-2.644764597844082
