,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,64,3,cognitive,5,low_cue,med_stim,2,0,med_stim,-0.18351123641741762
1,64,3,cognitive,5,low_cue,low_stim,1,1,low_stim,-0.08829297989371813
2,64,3,cognitive,5,low_cue,high_stim,3,2,high_stim,0.026903100121971467
3,64,3,cognitive,5,high_cue,low_stim,4,3,low_stim,0.1191546504965802
4,64,3,cognitive,5,high_cue,med_stim,5,4,med_stim,0.2703372011351126
5,64,3,cognitive,5,high_cue,high_stim,6,5,high_stim,0.5164414928304797
6,64,3,cognitive,5,high_cue,low_stim,4,6,low_stim,0.6526634103637001
7,64,3,cognitive,5,low_cue,high_stim,3,7,high_stim,-1.3780562944043484
8,64,3,cognitive,5,high_cue,high_stim,6,8,high_stim,0.27804799690678417
9,64,3,cognitive,5,low_cue,med_stim,2,9,med_stim,0.9078576787801709
10,64,3,cognitive,5,high_cue,med_stim,5,10,med_stim,-1.8896826495882941
11,64,3,cognitive,5,low_cue,low_stim,1,11,low_stim,1.6273236243671874
