onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
10.59	1.0	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a	n/a	n/a
35.7	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l004.png	n/a	n/a	n/a	n/a	n/a
61.29	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png	n/a	n/a	n/a	n/a	n/a
91.28	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png	n/a	n/a	n/a	n/a	n/a
119.99	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png	n/a	n/a	n/a	n/a	n/a
153.89	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h031.png	n/a	n/a	n/a	n/a	n/a
194.19	1.0	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h028.png	n/a	n/a	n/a	n/a	n/a
219.2	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png	n/a	n/a	n/a	n/a	n/a
251.39	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h043.png	n/a	n/a	n/a	n/a	n/a
285.79	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png	n/a	n/a	n/a	n/a	n/a
326.19	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l027.png	n/a	n/a	n/a	n/a	n/a
366.39	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png	n/a	n/a	n/a	n/a	n/a
12.3	2.49	expectrating	1	low_cue	n/a	10.72	Moderate	10.72	Moderate	0.25	2.24	l013.png	n/a	n/a	n/a	n/a	n/a
38.0	1.68	expectrating	2	low_cue	n/a	4.33	Weak	4.33	Weak	0.52	1.17	l004.png	n/a	n/a	n/a	n/a	n/a
64.19	3.21	expectrating	3	low_cue	n/a	38.08	Strong	38.08	Strong	0.43	2.77	l046.png	n/a	n/a	n/a	n/a	n/a
93.7	1.77	expectrating	4	low_cue	n/a	12.98	Moderate	12.98	Moderate	0.07	1.7	l036.png	n/a	n/a	n/a	n/a	n/a
122.9	1.58	expectrating	5	high_cue	n/a	93.0	Very Strong	93.0	Very Strong	0.22	1.37	h021.png	n/a	n/a	n/a	n/a	n/a
155.79	2.77	expectrating	6	high_cue	n/a	60.97	Strong	60.97	Strong	0.25	2.52	h031.png	n/a	n/a	n/a	n/a	n/a
196.99	2.69	expectrating	7	high_cue	n/a	105.54	Strongest sensation of any kind	105.54	Strongest sensation of any kind	0.05	2.64	h028.png	n/a	n/a	n/a	n/a	n/a
222.1	3.75	expectrating	8	high_cue	n/a	74.38	Very Strong	74.38	Very Strong	1.72	2.03	h001.png	n/a	n/a	n/a	n/a	n/a
253.79	3.33	expectrating	9	high_cue	n/a	33.05	Strong	33.05	Strong	0.53	2.8	h043.png	n/a	n/a	n/a	n/a	n/a
288.99	2.6	expectrating	10	high_cue	n/a	96.67	Very Strong	96.67	Very Strong	0.53	2.07	h007.png	n/a	n/a	n/a	n/a	n/a
328.09	3.22	expectrating	11	low_cue	n/a	13.48	Moderate	13.48	Moderate	0.65	2.57	l027.png	n/a	n/a	n/a	n/a	n/a
369.19	2.27	expectrating	12	low_cue	n/a	0.46	No sensation	0.46	No sensation	0.68	1.59	l029.png	n/a	n/a	n/a	n/a	n/a
21.14	11.42	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	21.16	24.52	29.51	32.58	success
43.84	11.8	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	43.88	47.39	52.39	55.67	success
