,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,58,1,pain,5,low_cue,med_stim,2,1,0,med_stim,-0.010515969650905541
1,58,1,pain,5,high_cue,low_stim,4,2,1,low_stim,0.06785373048180061
2,58,1,pain,5,low_cue,high_stim,3,3,2,high_stim,-0.04488703209742428
3,58,1,pain,5,high_cue,med_stim,5,4,3,med_stim,0.135493691848469
4,58,1,pain,5,low_cue,med_stim,2,5,4,med_stim,0.010248357114846236
5,58,1,pain,5,low_cue,high_stim,3,6,5,high_stim,0.4546308411385378
6,58,1,pain,5,high_cue,high_stim,6,7,6,high_stim,0.29827971578434254
7,58,1,pain,5,low_cue,low_stim,1,8,7,low_stim,0.6486785535857138
8,58,1,pain,5,low_cue,low_stim,1,9,8,low_stim,0.615077921567448
9,58,1,pain,5,high_cue,low_stim,4,10,9,low_stim,-0.13180472563455295
10,58,1,pain,5,high_cue,med_stim,5,11,10,med_stim,-1.414356989279233
11,58,1,pain,5,high_cue,high_stim,6,12,11,high_stim,0.7969184023420501
