,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,79,1,cognitive,2,high_cue,low_stim,4,0,low_stim,-0.4924801334340612
1,79,1,cognitive,2,low_cue,med_stim,2,1,med_stim,0.1682624618757945
2,79,1,cognitive,2,high_cue,high_stim,6,2,high_stim,0.08545733137778873
3,79,1,cognitive,2,low_cue,high_stim,3,3,high_stim,0.5003505065924333
4,79,1,cognitive,2,high_cue,low_stim,4,4,low_stim,0.6406729394358639
5,79,1,cognitive,2,high_cue,med_stim,5,5,med_stim,0.6967776110455534
6,79,1,cognitive,2,low_cue,high_stim,3,6,high_stim,0.7048069331498543
7,79,1,cognitive,2,high_cue,med_stim,5,7,med_stim,0.35618973372351553
8,79,1,cognitive,2,low_cue,low_stim,1,8,low_stim,-0.6967103680817308
9,79,1,cognitive,2,low_cue,low_stim,1,9,low_stim,-1.5686087181010053
10,79,1,cognitive,2,high_cue,high_stim,6,10,high_stim,-1.085229743013464
11,79,1,cognitive,2,low_cue,med_stim,2,11,med_stim,0.7908222939506078
