,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,26,1,cognitive,3,low_cue,low_stim,1,0,low_stim,0.2528084251000894
1,26,1,cognitive,3,low_cue,med_stim,2,1,med_stim,0.36205957810023587
2,26,1,cognitive,3,high_cue,med_stim,5,2,med_stim,1.048887216916954
3,26,1,cognitive,3,low_cue,high_stim,3,3,high_stim,-0.007508851974630744
4,26,1,cognitive,3,high_cue,med_stim,5,4,med_stim,-0.49816059289557063
5,26,1,cognitive,3,low_cue,high_stim,3,5,high_stim,-0.39545299286740443
6,26,1,cognitive,3,low_cue,low_stim,1,6,low_stim,-0.4489423650095114
7,26,1,cognitive,3,high_cue,high_stim,6,7,high_stim,-0.8923938929831555
8,26,1,cognitive,3,high_cue,high_stim,6,8,high_stim,-1.0522949314007126
9,26,1,cognitive,3,high_cue,low_stim,4,9,low_stim,0.3249954183016277
10,26,1,cognitive,3,high_cue,low_stim,4,10,low_stim,0.3736252297907533
11,26,1,cognitive,3,low_cue,med_stim,2,11,med_stim,0.7360177035654343
