,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,83,1,vicarious,5,high_cue,high_stim,6,0,high_stim,1.1547697061016318
1,83,1,vicarious,5,low_cue,high_stim,3,1,high_stim,1.0676009391935757
2,83,1,vicarious,5,high_cue,high_stim,6,2,high_stim,-0.07381402104771903
3,83,1,vicarious,5,low_cue,med_stim,2,3,med_stim,-0.13410966961250623
4,83,1,vicarious,5,high_cue,low_stim,4,4,low_stim,-1.1349824833559516
5,83,1,vicarious,5,high_cue,med_stim,5,5,med_stim,-1.6571954957381976
6,83,1,vicarious,5,low_cue,high_stim,3,6,high_stim,-0.6682654829580148
7,83,1,vicarious,5,high_cue,low_stim,4,7,low_stim,-0.9796929770531961
8,83,1,vicarious,5,low_cue,low_stim,1,8,low_stim,1.4427170588748313
9,83,1,vicarious,5,high_cue,med_stim,5,9,med_stim,1.0061666000216967
10,83,1,vicarious,5,low_cue,med_stim,2,10,med_stim,0.3324079779869773
11,83,1,vicarious,5,low_cue,low_stim,1,11,low_stim,0.19301928846479444
