,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,83,1,pain,6,high_cue,low_stim,4,1,0,low_stim,0.15063379698150647
1,83,1,pain,6,high_cue,high_stim,6,2,1,high_stim,-0.0009549467660920325
2,83,1,pain,6,high_cue,med_stim,5,3,2,med_stim,-0.051502317301082914
3,83,1,pain,6,low_cue,low_stim,1,4,3,low_stim,0.6607234005427828
4,83,1,pain,6,high_cue,high_stim,6,5,4,high_stim,0.4373890048659507
5,83,1,pain,6,high_cue,low_stim,4,6,5,low_stim,0.5723520675763886
6,83,1,pain,6,low_cue,med_stim,2,7,6,med_stim,-0.23493715935028037
7,83,1,pain,6,low_cue,high_stim,3,8,7,high_stim,-0.7667574244556596
8,83,1,pain,6,low_cue,med_stim,2,9,8,med_stim,-0.4172191662320612
9,83,1,pain,6,low_cue,low_stim,1,10,9,low_stim,0.9967868878324938
10,83,1,pain,6,high_cue,med_stim,5,11,10,med_stim,0.3268802321582007
11,83,1,pain,6,low_cue,high_stim,3,12,11,high_stim,0.952088645379818
