,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,32,1,vicarious,4,low_cue,med_stim,2,0,med_stim,1.3022202163515126
1,32,1,vicarious,4,low_cue,low_stim,1,1,low_stim,0.16047732097833328
2,32,1,vicarious,4,low_cue,high_stim,3,2,high_stim,-1.7229392450081844
3,32,1,vicarious,4,high_cue,low_stim,4,3,low_stim,-1.8725674894817428
4,32,1,vicarious,4,high_cue,med_stim,5,4,med_stim,0.6898572178050254
5,32,1,vicarious,4,high_cue,high_stim,6,5,high_stim,0.5406496248110156
6,32,1,vicarious,4,high_cue,low_stim,4,6,low_stim,0.40892798473849323
7,32,1,vicarious,4,low_cue,high_stim,3,7,high_stim,0.26986353265332186
8,32,1,vicarious,4,high_cue,high_stim,6,8,high_stim,0.17576411218112034
9,32,1,vicarious,4,low_cue,med_stim,2,9,med_stim,0.04890305946853308
10,32,1,vicarious,4,high_cue,med_stim,5,10,med_stim,-0.0498337397709768
11,32,1,vicarious,4,low_cue,low_stim,1,11,low_stim,-0.1721313249972391
