,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,32.0,1.0,pain,6.0,low_cue,med_stim,2.0,1.0,0,med_stim,0.0650364256772162
1,32.0,1.0,pain,6.0,high_cue,low_stim,4.0,2.0,1,low_stim,0.0648876508413483
2,32.0,1.0,pain,6.0,low_cue,high_stim,3.0,3.0,2,high_stim,0.0648479510383224
3,32.0,1.0,pain,6.0,high_cue,med_stim,5.0,4.0,3,med_stim,0.0648479510383224
4,32.0,1.0,pain,6.0,low_cue,med_stim,2.0,5.0,4,med_stim,0.06487772693623872
5,32.0,1.0,pain,6.0,low_cue,high_stim,3.0,6.0,5,high_stim,0.06482809695539529
7,32.0,1.0,pain,6.0,low_cue,low_stim,1.0,8.0,7,low_stim,0.06496701696982156
8,32.0,1.0,pain,6.0,low_cue,low_stim,1.0,9.0,8,low_stim,0.0648479510383224
9,32.0,1.0,pain,6.0,high_cue,low_stim,4.0,10.0,9,med_stim,0.06497693459507418
10,32.0,1.0,pain,6.0,high_cue,med_stim,5.0,11.0,10,high_stim,0.0648380243452122
11,32.0,1.0,pain,6.0,high_cue,high_stim,6.0,12.0,11,med_stim,0.0650364256772162
6,,,,,,,,,6,low_stim,0.06466916406217497
