,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,46,3,cognitive,1,low_cue,med_stim,2,0,med_stim,1.5174437808994456
1,46,3,cognitive,1,low_cue,low_stim,1,1,low_stim,0.44324472884166094
2,46,3,cognitive,1,low_cue,high_stim,3,2,high_stim,-0.039586488085052475
3,46,3,cognitive,1,high_cue,low_stim,4,3,low_stim,0.7556908355259031
4,46,3,cognitive,1,high_cue,med_stim,5,4,med_stim,-0.12132080028436913
5,46,3,cognitive,1,high_cue,high_stim,6,5,high_stim,-0.5091469235715012
6,46,3,cognitive,1,high_cue,low_stim,4,6,low_stim,-1.0125909956147179
7,46,3,cognitive,1,low_cue,high_stim,3,7,high_stim,-0.529251789099678
8,46,3,cognitive,1,high_cue,high_stim,6,8,high_stim,-0.8799835356489975
9,46,3,cognitive,1,low_cue,med_stim,2,9,med_stim,1.583837764643134
10,46,3,cognitive,1,high_cue,med_stim,5,10,med_stim,1.191936886995605
11,46,3,cognitive,1,low_cue,low_stim,1,11,low_stim,-0.27420642086735736
