,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,46,3,pain,5,high_cue,low_stim,4,1,0,low_stim,1.729275092858992
1,46,3,pain,5,high_cue,low_stim,4,2,1,low_stim,1.7298600691207653
2,46,3,pain,5,high_cue,med_stim,5,3,2,med_stim,1.7296928908617724
3,46,3,pain,5,low_cue,med_stim,2,4,3,med_stim,1.7293586355656136
4,46,3,pain,5,high_cue,high_stim,6,5,4,high_stim,1.7297764757779193
5,46,3,pain,5,low_cue,high_stim,3,6,5,high_stim,1.7298600691207653
6,46,3,pain,5,high_cue,high_stim,6,7,6,high_stim,1.7296928908617724
7,46,3,pain,5,high_cue,med_stim,5,8,7,med_stim,1.7294212981424972
8,46,3,pain,5,low_cue,low_stim,1,9,8,low_stim,1.7299645726416277
9,46,3,pain,5,low_cue,high_stim,3,10,9,high_stim,1.729504855636844
10,46,3,pain,5,low_cue,low_stim,1,11,10,low_stim,1.7294630758339573
11,46,3,pain,5,low_cue,med_stim,2,12,11,med_stim,1.729546637550525
