,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,32,4,vicarious,3,high_cue,low_stim,4,0,low_stim,1.7888492987751032
1,32,4,vicarious,3,high_cue,low_stim,4,1,low_stim,1.1086627398932012
2,32,4,vicarious,3,high_cue,med_stim,5,2,med_stim,0.08245981147290271
3,32,4,vicarious,3,low_cue,med_stim,2,3,med_stim,-0.622962769774308
4,32,4,vicarious,3,high_cue,high_stim,6,4,high_stim,-0.8477003674913749
5,32,4,vicarious,3,low_cue,high_stim,3,5,high_stim,-1.1938951991620745
6,32,4,vicarious,3,high_cue,high_stim,6,6,high_stim,-1.7100271954163548
7,32,4,vicarious,3,high_cue,med_stim,5,7,med_stim,0.13732264819231857
8,32,4,vicarious,3,low_cue,low_stim,1,8,low_stim,0.07569295039862228
9,32,4,vicarious,3,low_cue,high_stim,3,9,high_stim,0.10818577698907783
10,32,4,vicarious,3,low_cue,low_stim,1,10,low_stim,0.8402097185702043
11,32,4,vicarious,3,low_cue,med_stim,2,11,med_stim,0.6510617008821431
