,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,58,4,pain,-1,high_cue,high_stim,6,1,0,high_stim,-0.24019412151910274
1,58,4,pain,-1,low_cue,high_stim,3,2,1,high_stim,0.16576948535215974
2,58,4,pain,-1,low_cue,high_stim,3,3,2,high_stim,-0.398930892618392
3,58,4,pain,-1,high_cue,high_stim,6,4,3,high_stim,0.14566421674230287
4,58,4,pain,-1,low_cue,low_stim,1,5,4,low_stim,0.14590792514632517
5,58,4,pain,-1,high_cue,low_stim,4,6,5,low_stim,-0.1637085608625237
6,58,4,pain,-1,low_cue,med_stim,2,7,6,med_stim,-0.32569265563436633
7,58,4,pain,-1,high_cue,med_stim,5,8,7,med_stim,0.04562052034816273
8,58,4,pain,-1,high_cue,med_stim,5,9,8,med_stim,-0.03354701697125157
9,58,4,pain,-1,low_cue,med_stim,2,10,9,med_stim,-1.5719304819947737
10,58,4,pain,-1,high_cue,low_stim,4,11,10,low_stim,0.3605193725183906
11,58,4,pain,-1,low_cue,low_stim,1,12,11,low_stim,0.3654730547872019
