src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename,param_C_stim_num,event03_C_stim_match,event03_C_stim_filename
41,3,cognitive,6,2,2,low_cue,med_stim,2,1626724653.52705,1626724653.53165,1626724656.32899,1626724656.33417,5.17954349517822,1626724661.53093,1626724661.53427,low_cue,l011.png,1626724662.5099,1626724662.51141,2.19863295555115,1626724664.76547,1626724664.77083,1626724666.88679,2.12132143974304,5.73432792467268,FIX,1626724668.78363,1626724668.78773,4.02489876747131,med_stim,1626724674.83589,1626724674.83738,,1,left,1626724678.7028,3.86690807342529,1626724681.82183,1626724681.82368,5.08670353889465,1626724686.92373,1626724686.92452,1626724688.70817,1.78443908691406,40.2768882102097,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,34,diff,34_100_R.jpg
41,3,cognitive,6,2,2,high_cue,low_stim,4,1626724653.52705,1626724653.53165,1626724691.09195,1626724691.09349,3.11657929420471,1626724694.22645,1626724694.22856,high_cue,h013.png,1626724695.2097,1626724695.21113,1.89883399009705,1626724697.12753,1626724697.12873,1626724698.72827,1.60073518753052,33.111341960372,FIX,1626724701.1457,1626724701.15452,4.06282997131348,low_stim,1626724707.2313,1626724707.23244,,2,right,1626724711.29781,4.06650304794312,1626724714.21724,1626724714.2216,0.891288995742798,1626724715.13425,1626724715.13719,1626724716.92,1.78575396537781,27.6943915931417,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,6,same,6_50.jpg
41,3,cognitive,6,2,2,high_cue,high_stim,6,1626724653.52705,1626724653.53165,1626724719.16909,1626724719.17172,5.13944244384766,1626724724.32101,1626724724.32297,high_cue,h034.png,1626724725.30977,1626724725.31141,1.898756980896,1626724727.23876,1626724727.24009,1626724728.57295,1.3341851234436,32.7908802415038,FIX,1626724731.25693,1626724731.2587,11.1516010761261,high_stim,1626724744.42851,1626724744.42988,,1,left,1626724749.16702,4.73851418495178,1626724751.43112,1626724751.43358,4.97741055488586,1626724756.43298,1626724756.43391,1626724758.00386,1.57087445259094,33.2449372403005,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,4,diff,4_150_R.jpg
41,3,cognitive,6,2,2,low_cue,med_stim,2,1626724653.52705,1626724653.53165,1626724760.46782,1626724760.47103,1.84070658683777,1626724762.31851,1626724762.32169,low_cue,l026.png,1626724763.30966,1626724763.31114,1.79886794090271,1626724765.11956,1626724765.12069,1626724767.92073,2.80117130279541,11.4005902773395,FIX,1626724769.13772,1626724769.13981,1.6708071231842,med_stim,1626724772.82243,1626724772.82381,,NaN,NaN,NaN,NaN,1626724779.82504,1626724779.82731,0.483547210693359,1626724780.3419,1626724780.35405,1626724782.69298,2.35108089447021,21.1198561534248,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,31,diff,31_100_R.jpg
41,3,cognitive,6,2,2,high_cue,low_stim,4,1626724653.52705,1626724653.53165,1626724784.37674,1626724784.37977,3.23179173469543,1626724787.62795,1626724787.63054,high_cue,h041.png,1626724788.61041,1626724788.61277,0.598121881484985,1626724789.22855,1626724789.23751,1626724790.9534,1.72485613822937,64.1588641922871,FIX,1626724793.24671,1626724793.25498,4.06181740760803,low_stim,1626724799.33232,1626724799.33762,,1,left,1626724802.81568,3.48336505889893,1626724806.31825,1626724806.32135,0.590275287628174,1626724806.93515,1626724806.9374,1626724808.8532,1.91805028915405,22.6552327086798,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,34,same,34_50.jpg
41,3,cognitive,6,2,2,low_cue,high_stim,3,1626724653.52705,1626724653.53165,1626724810.98666,1626724810.98775,7.1218683719635,1626724818.12266,1626724818.12402,low_cue,l046.png,1626724819.10944,1626724819.11066,1.29909110069275,1626724820.42351,1626724820.42426,1626724821.77426,1.35074639320374,11.3550828031402,FIX,1626724824.44168,1626724824.44341,0.966850757598877,high_stim,1626724827.42613,1626724827.42679,,NaN,NaN,NaN,NaN,1626724834.42874,1626724834.43049,8.77979207038879,1626724843.23202,1626724843.2329,1626724844.70328,1.47125673294067,30.6873489888616,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,6,diff,6_150_R.jpg
41,3,cognitive,6,2,2,low_cue,low_stim,1,1626724653.52705,1626724653.53165,1626724847.26686,1626724847.26859,3.24167323112488,1626724850.51807,1626724850.52106,low_cue,l016.png,1626724851.50945,1626724851.5107,0.99908185005188,1626724852.51882,1626724852.52082,1626724853.95328,1.43446469306946,2.52949420483775,FIX,1626724856.53698,1626724856.53868,3.47154831886292,low_stim,1626724862.02236,1626724862.02351,,NaN,NaN,NaN,NaN,1626724869.02497,1626724869.02666,5.1835572719574,1626724874.22691,1626724874.22821,1626724875.81094,1.58402442932129,14.3756024581228,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,29,diff,29_50_R.jpg
41,3,cognitive,6,2,2,high_cue,med_stim,5,1626724653.52705,1626724653.53165,1626724878.24508,1626724878.25407,0.763452053070068,1626724879.0287,1626724879.03021,high_cue,h002.png,1626724880.00945,1626724880.01071,1.39907503128052,1626724881.4296,1626724881.43062,1626724884.10325,2.67364621162415,31.6232471701486,FIX,1626724885.44776,1626724885.4496,3.46076583862305,med_stim,1626724890.91647,1626724890.92064,,1,left,1626724895.59224,4.67576861381531,1626724897.91908,1626724897.92152,3.0894501209259,1626724901.03691,1626724901.03751,1626724902.42093,1.38401937484741,28.3163549432722,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,8,diff,8_100_R.jpg
41,3,cognitive,6,2,2,low_cue,high_stim,3,1626724653.52705,1626724653.53165,1626724905.07175,1626724905.07357,3.53678011894226,1626724908.62307,1626724908.62471,low_cue,l017.png,1626724909.60954,1626724909.6108,0.998987913131714,1626724910.62382,1626724910.62472,1626724912.70815,2.08433127403259,1.15036306132966,FIX,1626724914.64198,1626724914.64397,1.6665461063385,high_stim,1626724918.32669,1626724918.32811,,2,right,1626724922.19601,3.86932325363159,1626724925.3293,1626724925.33101,6.47922849655151,1626724931.83173,1626724931.83285,1626724933.15323,1.32149910926819,21.6271262839168,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,39,same,39_150.jpg
41,3,cognitive,6,2,2,high_cue,med_stim,5,1626724653.52705,1626724653.53165,1626724935.86657,1626724935.86821,6.24196457862854,1626724942.1189,1626724942.12154,high_cue,h048.png,1626724943.10946,1626724943.1107,1.89907097816467,1626724945.01998,1626724945.02067,1626724946.88746,1.86748361587524,23.4709931181609,FIX,1626724949.03814,1626724949.03958,4.17038655281067,med_stim,1626724955.22379,1626724955.22473,,1,left,1626724958.41434,3.19055652618408,1626724962.2264,1626724962.22769,3.18213391304016,1626724965.42759,1626724965.42846,1626724967.33664,1.90905237197876,23.4709931181609,FIX,1626725052.36001,1626725052.36334,398.832958221436,,0,,,0,,34,same,34_100.jpg
