onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
11.29	1.0	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png	n/a	n/a	n/a	n/a	n/a
44.29	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a	n/a	n/a
80.7	1.0	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a	n/a	n/a
105.59	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l035.png	n/a	n/a	n/a	n/a	n/a
133.79	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png	n/a	n/a	n/a	n/a	n/a
169.5	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png	n/a	n/a	n/a	n/a	n/a
204.4	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png	n/a	n/a	n/a	n/a	n/a
234.29	1.0	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h016.png	n/a	n/a	n/a	n/a	n/a
266.69	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png	n/a	n/a	n/a	n/a	n/a
294.8	1.0	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png	n/a	n/a	n/a	n/a	n/a
327.09	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a	n/a	n/a
366.49	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l015.png	n/a	n/a	n/a	n/a	n/a
14.21	1.57	expectrating	1	high_cue	n/a	43.22	Strong	43.22	Strong	0.05	1.52	h037.png	n/a	n/a	n/a	n/a	n/a
47.21	3.15	expectrating	2	low_cue	n/a	51.45	Strong	51.45	Strong	0.73	2.42	l044.png	n/a	n/a	n/a	n/a	n/a
83.7	3.0	expectrating	3	high_cue	n/a	62.2	Strong	62.2	Strong	0.35	2.65	h049.png	n/a	n/a	n/a	n/a	n/a
107.39	2.96	expectrating	4	low_cue	n/a	77.87	Very Strong	77.87	Very Strong	0.98	1.97	l035.png	n/a	n/a	n/a	n/a	n/a
135.61	2.62	expectrating	5	high_cue	n/a	74.12	Very Strong	74.12	Very Strong	0.27	2.35	h009.png	n/a	n/a	n/a	n/a	n/a
172.4	1.55	expectrating	6	high_cue	n/a	73.45	Very Strong	73.45	Very Strong	0.18	1.37	h054.png	n/a	n/a	n/a	n/a	n/a
207.3	1.34	expectrating	7	low_cue	n/a	75.57	Very Strong	75.57	Very Strong	0.3	1.04	l022.png	n/a	n/a	n/a	n/a	n/a
236.19	2.03	expectrating	8	high_cue	n/a	83.33	Very Strong	83.33	Very Strong	0.37	1.66	h016.png	n/a	n/a	n/a	n/a	n/a
268.5	1.95	expectrating	9	low_cue	n/a	65.59	Very Strong	65.59	Very Strong	0.32	1.63	l056.png	n/a	n/a	n/a	n/a	n/a
297.3	1.94	expectrating	10	high_cue	n/a	74.79	Very Strong	74.79	Very Strong	0.48	1.45	h004.png	n/a	n/a	n/a	n/a	n/a
329.99	1.06	expectrating	11	low_cue	n/a	69.39	Very Strong	69.39	Very Strong	0.07	0.99	l047.png	n/a	n/a	n/a	n/a	n/a
369.39	2.71	expectrating	12	low_cue	n/a	83.51	Very Strong	83.51	Very Strong	0.35	2.36	l015.png	n/a	n/a	n/a	n/a	n/a
19.33	32.15	stimulus	1	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	19.33	23.34	28.34	32.15	success
