onset	duration	trial_type	sub	ses	run	runtype	eventtype	trialnum	cuetype	stimtype	expectrating	outcomerating	singletrial_fname
11.598769903182983	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	0	low_cue	low_stim	23.1985905136482		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-000_cuetype-low.nii.gz
42.393579959869385	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	1	high_cue	med_stim	42.0726520082591		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-001_cuetype-high.nii.gz
74.1887698173523	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	2	high_cue	low_stim	41.5565547950406		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-002_cuetype-high.nii.gz
110.58568000793456	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	3	high_cue	high_stim	34.7096845427188		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-003_cuetype-high.nii.gz
139.8966100215912	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	4	low_cue	med_stim	34.0716098073942		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-004_cuetype-low.nii.gz
181.29537987709045	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	5	low_cue	high_stim	36.869897645844		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-005_cuetype-low.nii.gz
216.091689825058	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	6	low_cue	med_stim	26.8725389916558		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-006_cuetype-low.nii.gz
250.38782000541687	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	7	low_cue	high_stim	3.24406302962854		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-007_cuetype-low.nii.gz
287.6850600242615	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	8	high_cue	low_stim	48.9043398710942		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-008_cuetype-high.nii.gz
317.9963598251343	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	9	high_cue	high_stim	45.9934688562826		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-009_cuetype-high.nii.gz
343.88934993743896	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	10	high_cue	med_stim	47.7263109939063		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-010_cuetype-high.nii.gz
374.80087995529175	1.0	cue	sub-0006	ses-03	run-04	vicarious	cue	11	low_cue	low_stim	36.0442350030727		sub-0006_ses-03_run-04_runtype-vicarious_event-cue_trial-011_cuetype-low.nii.gz
14.799959897994995	1.65205788612366	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	0	low_cue	low_stim	23.1985905136482		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-000_cuetype-low.nii.gz
44.194249868392944	1.42425894737244	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	1	high_cue	med_stim	42.0726520082591		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-001_cuetype-high.nii.gz
77.38996982574463	1.70083904266357	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	2	high_cue	low_stim	41.5565547950406		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-002_cuetype-high.nii.gz
113.30335998535156	2.35108733177185	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	3	high_cue	high_stim	34.7096845427188		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-003_cuetype-high.nii.gz
143.0978000164032	1.33755588531494	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	4	low_cue	med_stim	34.0716098073942		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-004_cuetype-low.nii.gz
183.696280002594	1.68911743164062	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	5	low_cue	high_stim	36.869897645844		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-005_cuetype-low.nii.gz
218.69265985488892	2.4759087562561	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	6	low_cue	med_stim	26.8725389916558		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-006_cuetype-low.nii.gz
253.08881998062137	3.86840391159058	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	7	low_cue	high_stim	3.24406302962854		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-007_cuetype-low.nii.gz
289.50239992141724	1.90083956718445	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	8	high_cue	low_stim	48.9043398710942		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-008_cuetype-high.nii.gz
320.5973298549652	1.77139902114868	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	9	high_cue	high_stim	45.9934688562826		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-009_cuetype-high.nii.gz
345.6900198459625	2.85135459899902	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	10	high_cue	med_stim	47.7263109939063		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-010_cuetype-high.nii.gz
376.7015898227692	2.53444623947144	expectrating	sub-0006	ses-03	run-04	vicarious	expectrating	11	low_cue	low_stim	36.0442350030727		sub-0006_ses-03_run-04_runtype-vicarious_event-expectrating_trial-011_cuetype-low.nii.gz
21.484299898147583	5.0	stimulus	sub-0006	ses-03	run-04	vicarious	stimulus	0	low_cue	low_stim	23.1985905136482	9.99458354741538	sub-0006_ses-03_run-04_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz
57.48271989822388	5.0	stimulus	sub-0006	ses-03	run-04	vicarious	stimulus	1	high_cue	med_stim	42.0726520082591	0.701545912345228	sub-0006_ses-03_run-04_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz
85.08285999298096	5.0	stimulus	sub-0006	ses-03	run-04	vicarious	stimulus	2	high_cue	low_stim	41.5565547950406	42.0219793480502	sub-0006_ses-03_run-04_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz
119.98266983032228	5.0	stimulus	sub-0006	ses-03	run-04	vicarious	stimulus	3	high_cue	high_stim	34.7096845427188	63.1246859015714	sub-0006_ses-03_run-04_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz
156.7826600074768	5.0	stimulus	sub-0006	ses-03	run-04	vicarious	stimulus	4	low_cue	med_stim	34.0716098073942	79.8592068538872	sub-0006_ses-03_run-04_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz
196.78263998031616	5.0	stimulus	sub-0006	ses-03	run-04	vicarious	stimulus	5	low_cue	high_stim	36.869897645844	36.869897645844	sub-0006_ses-03_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz
