,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,51,1,vicarious,3,low_cue,med_stim,2,0,med_stim,0.9767733391839954
1,51,1,vicarious,3,low_cue,high_stim,3,1,high_stim,0.06747432216639526
2,51,1,vicarious,3,high_cue,low_stim,4,2,low_stim,-0.77621826718074
3,51,1,vicarious,3,high_cue,med_stim,5,3,med_stim,-1.4717908945998177
4,51,1,vicarious,3,high_cue,high_stim,6,4,high_stim,-0.8282451146513312
5,51,1,vicarious,3,low_cue,high_stim,3,5,high_stim,-0.8052731419641436
6,51,1,vicarious,3,low_cue,low_stim,1,6,low_stim,-0.6758756590054029
7,51,1,vicarious,3,high_cue,high_stim,6,7,high_stim,-0.3300007540503209
8,51,1,vicarious,3,high_cue,low_stim,4,8,low_stim,-0.03479206215198766
9,51,1,vicarious,3,low_cue,med_stim,2,9,med_stim,0.2781191409874584
10,51,1,vicarious,3,low_cue,low_stim,1,10,low_stim,0.6759045905496034
11,51,1,vicarious,3,high_cue,med_stim,5,11,med_stim,1.0723173375258404
