,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,43,1,vicarious,5,high_cue,high_stim,6,0,high_stim,0.20039386711061283
1,43,1,vicarious,5,low_cue,high_stim,3,1,high_stim,-0.3048496565966875
2,43,1,vicarious,5,high_cue,high_stim,6,2,high_stim,-0.6903281833068317
3,43,1,vicarious,5,low_cue,med_stim,2,3,med_stim,-0.9739202480726973
4,43,1,vicarious,5,high_cue,low_stim,4,4,low_stim,-1.3992974568280143
5,43,1,vicarious,5,high_cue,med_stim,5,5,med_stim,1.8571185900716847
6,43,1,vicarious,5,low_cue,high_stim,3,6,high_stim,1.3625539888209557
7,43,1,vicarious,5,high_cue,low_stim,4,7,low_stim,0.9893051623016056
8,43,1,vicarious,5,low_cue,low_stim,1,8,low_stim,0.4778268583962961
9,43,1,vicarious,5,high_cue,med_stim,5,9,med_stim,0.13023783317016893
10,43,1,vicarious,5,low_cue,med_stim,2,10,med_stim,-0.3384127990696513
11,43,1,vicarious,5,low_cue,low_stim,1,11,low_stim,-0.8499658585839397
