,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,58,3,pain,3,low_cue,low_stim,1,1,0,low_stim,-0.16368914340124766
1,58,3,pain,3,low_cue,med_stim,2,2,1,med_stim,-0.16357070258146209
2,58,3,pain,3,low_cue,low_stim,1,3,2,low_stim,-0.16358032290121274
3,58,3,pain,3,low_cue,high_stim,3,4,3,high_stim,-0.16358994021711062
4,58,3,pain,3,high_cue,med_stim,5,5,4,med_stim,-0.16359314532165792
5,58,3,pain,3,high_cue,high_stim,6,6,5,high_stim,-0.16360916583976048
6,58,3,pain,3,high_cue,med_stim,5,7,6,med_stim,-0.16360275863335685
7,58,3,pain,3,high_cue,low_stim,4,8,7,low_stim,-0.16355787081476014
8,58,3,pain,3,high_cue,low_stim,4,9,8,low_stim,-0.1635995545297587
9,58,3,pain,3,high_cue,high_stim,6,10,9,high_stim,-0.16360916583976048
10,58,3,pain,3,low_cue,med_stim,2,11,10,med_stim,-0.16358352900691037
11,58,3,pain,3,low_cue,high_stim,3,12,11,high_stim,-0.16359635009253318
