,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,74,4,cognitive,0,high_cue,med_stim,5,0,med_stim,-1.3481232011801028
1,74,4,cognitive,0,high_cue,high_stim,6,1,high_stim,-1.1131187315413493
2,74,4,cognitive,0,low_cue,high_stim,3,2,high_stim,-1.0697500964152127
3,74,4,cognitive,0,high_cue,low_stim,4,3,low_stim,0.1866647925076209
4,74,4,cognitive,0,high_cue,med_stim,5,4,med_stim,1.2929318715079723
5,74,4,cognitive,0,low_cue,low_stim,1,5,low_stim,0.28820038191877134
6,74,4,cognitive,0,low_cue,med_stim,2,6,med_stim,1.812808542046797
7,74,4,cognitive,0,low_cue,med_stim,2,7,med_stim,0.5665359292787533
8,74,4,cognitive,0,high_cue,high_stim,6,8,high_stim,-0.18251917181358693
9,74,4,cognitive,0,low_cue,low_stim,1,9,low_stim,0.46118494258481485
10,74,4,cognitive,0,high_cue,low_stim,4,10,low_stim,-0.537558318766484
11,74,4,cognitive,0,low_cue,high_stim,3,11,high_stim,-1.3071237450466107
