onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	onset_ttl1	onset_ttl2	onset_ttl3	onset_ttl4	stimulus_delivery_success
9.78	1.0	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a	n/a	n/a
41.49	1.0	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h023.png	n/a	n/a	n/a	n/a	n/a
67.39	1.0	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a	n/a	n/a
96.78	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png	n/a	n/a	n/a	n/a	n/a
128.39	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png	n/a	n/a	n/a	n/a	n/a
170.99	1.33	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a	n/a	n/a
198.28	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png	n/a	n/a	n/a	n/a	n/a
234.88	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l035.png	n/a	n/a	n/a	n/a	n/a
262.19	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png	n/a	n/a	n/a	n/a	n/a
291.09	1.48	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png	n/a	n/a	n/a	n/a	n/a
336.59	1.4	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h035.png	n/a	n/a	n/a	n/a	n/a
371.58	1.0	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a	n/a	n/a
12.5	2.62	expectrating	1	high_cue	n/a	54.97	Strong	54.97	Strong	0.48	2.13	h027.png	n/a	n/a	n/a	n/a	n/a
42.99	1.5	expectrating	2	high_cue	n/a	62.19	Strong	62.19	Strong	0.15	1.35	h023.png	n/a	n/a	n/a	n/a	n/a
69.49	3.02	expectrating	3	low_cue	n/a	55.03	Strong	55.03	Strong	0.45	2.57	l043.png	n/a	n/a	n/a	n/a	n/a
100.68	1.83	expectrating	4	high_cue	n/a	60.11	Strong	60.11	Strong	0.38	1.45	h018.png	n/a	n/a	n/a	n/a	n/a
132.29	2.04	expectrating	5	high_cue	n/a	57.14	Strong	57.14	Strong	0.67	1.37	h053.png	n/a	n/a	n/a	n/a	n/a
174.89	1.65	expectrating	6	low_cue	n/a	46.82	Strong	46.82	Strong	0.2	1.45	l038.png	n/a	n/a	n/a	n/a	n/a
199.78	3.02	expectrating	7	low_cue	n/a	33.96	Strong	33.96	Strong	0.08	2.93	l018.png	n/a	n/a	n/a	n/a	n/a
236.98	2.82	expectrating	8	low_cue	n/a	42.38	Strong	42.38	Strong	0.4	2.42	l035.png	n/a	n/a	n/a	n/a	n/a
264.89	1.47	expectrating	9	high_cue	n/a	72.74	Very Strong	72.74	Very Strong	0.33	1.14	h014.png	n/a	n/a	n/a	n/a	n/a
293.29	1.68	expectrating	10	low_cue	n/a	47.15	Strong	47.15	Strong	0.63	1.05	l041.png	n/a	n/a	n/a	n/a	n/a
338.29	1.73	expectrating	11	high_cue	n/a	66.74	Very Strong	66.74	Very Strong	0.18	1.55	h035.png	n/a	n/a	n/a	n/a	n/a
373.38	1.82	expectrating	12	low_cue	n/a	42.23	Strong	42.23	Strong	0.37	1.45	l030.png	n/a	n/a	n/a	n/a	n/a
22.26	34.62	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	22.26	26.02	31.02	34.63	success
49.11	61.94	stimulus	2	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	49.11	53.12	58.12	61.93	success
75.74	88.56	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	75.74	79.75	84.75	88.56	success
108.94	120.84	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	108.94	112.44	117.44	120.84	success
145.05	157.41	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	145.05	148.81	153.81	157.42	success
179.84	191.74	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	179.84	183.34	188.34	191.74	success
208.11	220.47	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	208.11	211.87	216.87	220.48	success
244.31	256.68	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	49c	244.31	248.07	253.07	256.68	success
272.22	285.05	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	272.22	276.23	281.23	285.04	success
306.03	317.94	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	306.03	309.53	314.53	317.93	success
352.02	363.92	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48c	352.02	355.52	360.52	363.92	success
378.35	391.17	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	50c	378.35	382.36	387.36	391.17	success
32.99	2.54	outcomerating	1	high_cue	med_stim	47.43	Strong	47.43	Strong	1.1	1.44	task-pain_scale.png	n/a	n/a	n/a	n/a	success
59.48	2.27	outcomerating	2	high_cue	high_stim	61.43	Strong	61.43	Strong	0.62	1.65	task-pain_scale.png	n/a	n/a	n/a	n/a	success
87.49	2.32	outcomerating	3	low_cue	high_stim	45.67	Strong	45.67	Strong	0.68	1.64	task-pain_scale.png	n/a	n/a	n/a	n/a	success
119.29	3.17	outcomerating	4	high_cue	low_stim	46.16	Strong	46.16	Strong	0.7	2.47	task-pain_scale.png	n/a	n/a	n/a	n/a	success
156.79	1.92	outcomerating	5	high_cue	med_stim	70.55	Very Strong	70.55	Very Strong	0.53	1.39	task-pain_scale.png	n/a	n/a	n/a	n/a	success
191.68	2.23	outcomerating	6	low_cue	low_stim	43.54	Strong	43.54	Strong	0.67	1.57	task-pain_scale.png	n/a	n/a	n/a	n/a	success
228.9	2.33	outcomerating	7	low_cue	med_stim	66.53	Very Strong	66.53	Very Strong	0.55	1.78	task-pain_scale.png	n/a	n/a	n/a	n/a	success
256.19	2.02	outcomerating	8	low_cue	med_stim	57.77	Strong	57.77	Strong	0.68	1.34	task-pain_scale.png	n/a	n/a	n/a	n/a	success
285.78	3.15	outcomerating	9	high_cue	high_stim	78.37	Very Strong	78.37	Very Strong	0.63	2.52	task-pain_scale.png	n/a	n/a	n/a	n/a	success
322.98	2.1	outcomerating	10	low_cue	low_stim	47.47	Strong	47.47	Strong	0.52	1.58	task-pain_scale.png	n/a	n/a	n/a	n/a	success
367.08	2.53	outcomerating	11	high_cue	low_stim	57.85	Strong	57.85	Strong	0.48	2.05	task-pain_scale.png	n/a	n/a	n/a	n/a	success
394.79	3.14	outcomerating	12	low_cue	high_stim	66.62	Very Strong	66.62	Very Strong	0.48	2.65	task-pain_scale.png	n/a	n/a	n/a	n/a	success
