,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,47,1,pain,1,high_cue,low_stim,4,1,0,low_stim,-2.0408512939348356
1,47,1,pain,1,low_cue,low_stim,1,2,1,low_stim,0.37424391773255683
2,47,1,pain,1,low_cue,med_stim,2,3,2,med_stim,1.0083713988918694
3,47,1,pain,1,low_cue,high_stim,3,4,3,high_stim,1.0589963507899955
4,47,1,pain,1,high_cue,med_stim,5,5,4,med_stim,0.9287812582173625
5,47,1,pain,1,high_cue,high_stim,6,6,5,high_stim,0.9792433472892964
6,47,1,pain,1,high_cue,low_stim,4,7,6,low_stim,0.8000817713491322
7,47,1,pain,1,high_cue,high_stim,6,8,7,high_stim,0.41362783315743584
8,47,1,pain,1,low_cue,low_stim,1,9,8,low_stim,0.08574761327234694
9,47,1,pain,1,low_cue,med_stim,2,10,9,med_stim,-0.18119727640943545
10,47,1,pain,1,low_cue,high_stim,3,11,10,high_stim,-0.36021874800872467
11,47,1,pain,1,high_cue,med_stim,5,12,11,med_stim,-0.6213190147718042
