,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,47,1,cognitive,4,high_cue,high_stim,6,0,high_stim,0.46991563420976784
1,47,1,cognitive,4,low_cue,high_stim,3,1,high_stim,1.6147942379329872
2,47,1,cognitive,4,low_cue,high_stim,3,2,high_stim,1.046826806761476
3,47,1,cognitive,4,high_cue,high_stim,6,3,high_stim,0.139170513642059
4,47,1,cognitive,4,low_cue,low_stim,1,4,low_stim,-0.6756021182610266
5,47,1,cognitive,4,high_cue,low_stim,4,5,low_stim,-1.0815446732026897
6,47,1,cognitive,4,low_cue,med_stim,2,6,med_stim,-1.0421604806273992
7,47,1,cognitive,4,high_cue,med_stim,5,7,med_stim,-0.6411055198744056
8,47,1,cognitive,4,high_cue,med_stim,5,8,med_stim,-0.30514162905207737
9,47,1,cognitive,4,low_cue,med_stim,2,9,med_stim,0.09021881592610474
10,47,1,cognitive,4,high_cue,low_stim,4,10,low_stim,0.6654629030847571
11,47,1,cognitive,4,low_cue,low_stim,1,11,low_stim,1.9757346021714957
