,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,47,1,pain,5,low_cue,low_stim,1,1,0,low_stim,-0.886406396080883
1,47,1,pain,5,low_cue,med_stim,2,2,1,med_stim,-0.04373057880846106
2,47,1,pain,5,high_cue,med_stim,5,3,2,med_stim,0.5205917204946054
3,47,1,pain,5,low_cue,high_stim,3,4,3,high_stim,-0.37914611552797267
4,47,1,pain,5,high_cue,med_stim,5,5,4,med_stim,0.36429525836600135
5,47,1,pain,5,low_cue,high_stim,3,6,5,high_stim,0.926523737839041
6,47,1,pain,5,low_cue,low_stim,1,7,6,low_stim,2.2512622506845434
7,47,1,pain,5,high_cue,high_stim,6,8,7,high_stim,1.4713287259112584
8,47,1,pain,5,high_cue,high_stim,6,9,8,high_stim,0.7981883074339777
9,47,1,pain,5,high_cue,low_stim,4,10,9,low_stim,-0.35230662763907167
10,47,1,pain,5,high_cue,low_stim,4,11,10,low_stim,-0.7873685093464602
11,47,1,pain,5,low_cue,med_stim,2,12,11,med_stim,-1.3357462714311494
