,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_num,trial_order,iv_stim,mean_signal
0,36,1,pain,4,low_cue,low_stim,1,1,0,low_stim,-1.6740982461411218
1,36,1,pain,4,low_cue,med_stim,2,2,1,med_stim,0.09619556063515966
2,36,1,pain,4,high_cue,med_stim,5,3,2,med_stim,1.2325099766431589
3,36,1,pain,4,low_cue,high_stim,3,4,3,high_stim,0.5475429239870072
4,36,1,pain,4,high_cue,med_stim,5,5,4,med_stim,0.7264557156415099
5,36,1,pain,4,low_cue,high_stim,3,6,5,high_stim,0.5817671627980009
6,36,1,pain,4,low_cue,low_stim,1,7,6,low_stim,0.44081064924528823
7,36,1,pain,4,high_cue,high_stim,6,8,7,high_stim,0.3189331254647142
8,36,1,pain,4,high_cue,high_stim,6,9,8,high_stim,0.056051524960209126
9,36,1,pain,4,high_cue,low_stim,4,10,9,low_stim,0.050936977482543166
10,36,1,pain,4,high_cue,low_stim,4,11,10,low_stim,-0.23720259673356775
11,36,1,pain,4,low_cue,med_stim,2,12,11,med_stim,-1.3591228996727904
