,src_subject_id,session_id,param_task_name,param_run_num,param_cue_type,param_stimulus_type,param_cond_type,trial_order,iv_stim,mean_signal
0,35,3,vicarious,3,high_cue,low_stim,4,0,low_stim,-0.05690500584602992
1,35,3,vicarious,3,low_cue,low_stim,1,1,low_stim,-0.13937552693116792
2,35,3,vicarious,3,low_cue,med_stim,2,2,med_stim,-0.4087059284339201
3,35,3,vicarious,3,low_cue,high_stim,3,3,high_stim,0.12248467114793797
4,35,3,vicarious,3,high_cue,med_stim,5,4,med_stim,0.419469541952689
5,35,3,vicarious,3,high_cue,high_stim,6,5,high_stim,0.09764384178779358
6,35,3,vicarious,3,high_cue,low_stim,4,6,low_stim,0.06425922937507106
7,35,3,vicarious,3,high_cue,high_stim,6,7,high_stim,-0.19510478268102274
8,35,3,vicarious,3,low_cue,low_stim,1,8,low_stim,-0.23235682813602382
9,35,3,vicarious,3,low_cue,med_stim,2,9,med_stim,-0.019288611381335915
10,35,3,vicarious,3,low_cue,high_stim,3,10,high_stim,0.29910114477483424
11,35,3,vicarious,3,high_cue,med_stim,5,11,med_stim,-0.4465792013195585
