onset	duration	trial_type	sub	ses	run	runtype	eventtype	trialnum	cuetype	stimtype	expectrating	outcomerating	singletrial_fname
4.694380044937134	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	0	high_cue	low_stim	17.7097245238628		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-000_cuetype-high.nii.gz
37.18983006477356	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	1	low_cue	low_stim	3.2180612837942		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-001_cuetype-low.nii.gz
62.18248009681702	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	2	low_cue	med_stim	26.565051177078		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-002_cuetype-low.nii.gz
91.79351997375488	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	3	low_cue	high_stim	10.1813200065144		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-003_cuetype-low.nii.gz
120.08740997314452	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	4	high_cue	med_stim	32.7352262721076		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-004_cuetype-high.nii.gz
149.2816300392151	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	5	high_cue	high_stim	29.6871816391937		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-005_cuetype-high.nii.gz
178.5925600528717	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	6	high_cue	low_stim	27.1811110854772		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-006_cuetype-high.nii.gz
218.9909598827362	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	7	high_cue	high_stim	23.0467737531202		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-007_cuetype-high.nii.gz
245.48416996002197	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	8	low_cue	low_stim	44.6725991091556		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-008_cuetype-low.nii.gz
276.39569997787476	1.0	cue	sub-0095	ses-03	run-03	vicarious	cue	9	low_cue	med_stim	22.8670562997727		sub-0095_ses-03_run-03_runtype-vicarious_event-cue_trial-009_cuetype-low.nii.gz
